,t,pNN50,RMSSD,CVRR,SDNN,HR,LPS,CSI,CVI,SCL,EDA,correct,error,PE,NPE,PEm,NPEm,DMS
31,61,0.0,15.703713996798674,0.07586409679457921,22.39906813466833,95.47376159057659,655.7505522841889,4.004597786303753,2.319588792338558,0.5399357018539239,0.5392057534719912,0.4999423337359826,0.5000576662640176,0.16673033404956708,0.4999423337359826,0.4999423337359826,0.4999423337359826,0.4999423337359826
32,62,0.0,15.104400962104666,0.07705681187012266,20.66961307466563,97.16190046935628,525.2297861591405,3.4256526829909055,2.2231994745743,0.5402535377500036,0.5386352741951123,0.4997584099254648,0.5002415900745355,0.16691264259145744,0.4997584099254648,0.4997584099254648,0.4997584099254648,0.4997584099254648
33,63,0.0,12.343666839176985,0.07742860163799477,15.398475115040402,96.77682155143422,306.9046900102327,3.946546997849249,1.9898536525249186,0.5405478447160638,0.5346038004696589,0.5003700117636675,0.4996299882363327,0.16629876403960056,0.5003700117636675,0.5003700117636675,0.5003700117636675,0.5003700117636675
34,64,0.0,12.267840512904728,0.0783798463840222,14.469067525729175,99.94133573433349,279.46918578541624,3.4672135048618333,1.9491840569483314,0.54066028501514,0.5376919212644775,0.5007019448208853,0.4992980551791148,0.16597194643920954,0.5007019448208853,0.5007019448208853,0.5007019448208853,0.5007019448208853
35,65,0.0,11.845298512670505,0.0793366578075179,12.963989419447222,101.92013998173859,244.05926557321868,3.413760283749253,1.8903454273579652,0.5410562397250845,0.5381679601818429,0.49752447678232936,0.5024755232176704,0.16911350807424771,0.49752447678232936,0.49752447678232936,0.49752447678232936,0.49752447678232936
36,66,0.0,11.322037618240419,0.08066950183459326,13.5092142668154,101.00330382192683,240.2575111243158,3.799139711595877,1.8835271011234624,0.5414582897213751,0.5343481423142368,0.4955209213862218,0.5044790786137783,0.1710926497815565,0.4955209213862218,0.4955209213862218,0.4955209213862218,0.4955209213862218
37,67,0.0,11.268812160444094,0.08172572405816053,13.862181953959468,98.96006708179497,254.47822216818682,3.9762142030898953,1.9085007493543902,0.5417361310381524,0.5347353779287853,0.5050316036234312,0.4949683963765689,0.1616930707152189,0.5050316036234312,0.5050316036234312,0.5050316036234312,0.5050316036234312
38,68,0.0,11.386348153653595,0.08282037340943327,13.906696739374283,96.44552608199187,259.1509831182777,4.022453859803354,1.9164029880292965,0.5420055055720211,0.537301463630815,0.5314204988091525,0.46857950119084746,0.13548302165405102,0.5314204988091525,0.5314204988091525,0.5314204988091525,0.5314204988091525
39,69,0.0,11.408121590394112,0.08271667035399813,13.93517742283991,90.36374304075551,259.8348969035083,4.013879486641569,1.917547605508842,0.5422452792999681,0.5402319207543262,0.5721111009954658,0.42788889900453414,0.09467002006665401,0.5721111009954658,0.5721111009954658,0.5721111009954658,0.5721111009954658
40,70,0.0,13.462076222324436,0.08261988488708627,16.65596232339402,94.54529221876919,374.52648416008765,3.17837882110588,2.076332661004642,0.5420608669189504,0.5423794167424989,0.6221483500724878,0.3778516499275124,0.04400496692683233,0.6221483500724878,0.6221483500724878,0.6221483500724878,0.6221483500724878
41,71,0.0,14.524637506623868,0.08219731308879542,16.58583424233774,96.0187239168248,420.4386116459254,3.2274406523816928,2.1265527206153134,0.5419358790255627,0.5411009712346168,0.6626323301128403,0.33736766988715966,0.00375806759744474,0.6626323301128403,0.6626323301128403,0.6626323301128403,0.6626323301128403
42,72,0.0,14.636756907255744,0.0822421002384142,16.20921958896013,94.84726851577427,401.1392501082998,3.2490837324150066,2.1061452856013245,0.541726441845037,0.5378957586824706,0.6754812287189446,0.32451877128105533,-0.004369098779974489,0.6754812287189446,0.6754812287189446,0.6754812287189446,0.6754812287189446
43,73,0.0,14.659288367895119,0.0826119363423322,16.063796702168787,98.72157130903027,395.19976313138756,3.2187665392285125,2.0996668029209453,0.541543769935254,0.5374552797603325,0.6938258573704709,0.3061741426295288,-4.64024454868473e-05,0.6938258573704709,0.6938258573704709,0.6938258573704709,0.6938258573704709
44,74,0.0,15.29124788138443,0.08251738793376556,15.822548293668522,99.04961236251269,404.46641398082926,3.088710940330409,2.109732591873731,0.5413781977035967,0.5359546102319551,0.7457570427150428,0.2542429572849571,-0.005600298262252999,0.7457570427150428,0.7457570427150428,0.7457570427150428,0.7457570427150428
45,75,0.0,15.155419567885295,0.08316539141314372,15.796691142972314,97.4585756136074,406.67333947384697,2.981050042705021,2.1120958293418415,0.5411136665656288,0.5355423743012445,0.7676208032738202,0.23237919672617982,0.007064645675344062,0.7676208032738202,0.7676208032738202,0.7676208032738202,0.7676208032738202
46,76,0.0,14.758682211564357,0.08431200371956525,15.367240662623894,98.72427039307054,396.4959245153204,3.0046454935157754,2.1010888549756204,0.5407906433316673,0.5377732847274278,0.731560330967799,0.26843966903220096,0.049263736574018786,0.731560330967799,0.731560330967799,0.731560330967799,0.731560330967799
47,77,0.0,14.831279849009741,0.08411932502408673,15.386123251205863,96.85672191460313,386.46591602696094,3.0825913840225874,2.0899613250837854,0.5405236226188161,0.539640847892292,0.7147899391593727,0.28521006084062744,0.0799646039401838,0.7147899391593727,0.7147899391593727,0.7147899391593727,0.7147899391593727
