,A,B,pNN50,RMSSD,CVRR,SDNN,HR,LPS,CSI,SCL,EDA
37,a1,b1,0.26666666666666666,228.2110570644193,0.20533526006662398,161.4218464265711,75.55899454418869,76920.98460238485,1.1363856620690542,0.19582299961966915,0.19492637705481256
52,a1,b1,0.36666666666666653,273.5566903066552,0.2414474102420505,196.68039324886982,82.54867411131019,100578.00022848189,1.1853907863642,0.19554623872439247,0.1930702200250348
67,a1,b1,0.36666666666666653,187.5952550318387,0.19137673829777327,158.54894395201882,74.62781209478126,63696.10986950168,1.6959181827663896,0.1941889983052198,0.19375455899057012
82,a1,b1,0.36666666666666653,87.51185825851267,0.1371924453755953,113.81167936867791,58.67261501109762,22378.910416052662,3.0376448545465675,0.1931449331399723,0.19217453245122304
97,a1,b1,0.2,39.71461360735293,0.13944127124735162,66.64262778862555,77.50838532254006,5265.732711526862,4.579248831121552,0.19131514135859345,0.1889203451983479
112,a1,b1,0.16666666666666666,52.382677487435004,0.15393956668280576,56.36533379450643,62.76028188640643,6245.413686505322,2.5618554764946517,0.18875701817469512,0.1871788333408949
127,a1,b1,0.1,43.178890775350034,0.1406099341234179,58.5470139676959,60.058705186973285,4497.122232859864,3.4990552641662367,0.18623721044828853,0.18538013973770853
142,a1,b1,0.16666666666666666,54.138495743230244,0.1205162731094481,68.72497857830214,57.9179798268613,7597.0253470077305,3.4198244791706403,0.18439127200625585,0.18296550192421696
157,a1,b1,0.2,58.41982886341864,0.11877479294804888,68.69711734170683,63.01419222746029,8042.9411503640085,3.058358495713116,0.18479423555564115,0.18377402928608969
15,a1,b2,0.36666666666666653,71.90284697104742,0.10174671935923063,92.29962870588676,66.55652379297672,12407.74431457209,3.720131825041393,0.2048440996791024,0.2036684462223775
30,a1,b2,0.43333333333333335,70.80342948064904,0.08640256913185862,74.27332006662887,70.57650973985153,8191.59419039771,3.182271285783849,0.20448418758428988,0.20702552340537045
45,a1,b2,0.5,74.33877252205654,0.09682548091674888,77.1031116935129,88.82863759046423,8433.406338369565,3.269201635564261,0.2051846834491186,0.2051428548217349
60,a1,b2,0.43333333333333335,73.77348454155005,0.13648626781882375,90.92795833048248,84.15427714508195,12064.50030400036,3.6113969409802538,0.20629662714949312,0.20832675263088926
75,a1,b2,0.36666666666666653,63.83866544450968,0.15520911445504518,87.62804736997246,63.87101706615224,10190.807441585948,3.726235697276132,0.20811823320674708,0.2129396430986865
90,a1,b2,0.2333333333333333,49.14434188278141,0.11575910919239127,106.34753593215893,58.47288545854417,8204.284778012785,7.831202088228089,0.2102018665197806,0.21133393113765064
105,a1,b2,0.1,34.094330789407394,0.10303797790143172,42.7373045582894,58.16875927858084,2603.883186161268,3.642388540252945,0.20987140733727366,0.20807523149307566
120,a1,b2,0.06666666666666668,23.146128011058007,0.11008260763375297,29.08749095887392,68.12024808792444,1168.256576540338,3.5071991701431844,0.20902170244120455,0.20788910101005967
135,a1,b2,0.2,40.59573354409925,0.07380269082961814,57.35181105103477,64.74318132308451,4423.674032218205,4.059917646242331,0.2085534958723376,0.2071467116110055
24,a2,b1,0.3,51.125641643149955,0.0934770764309481,93.85561501741395,55.1955478842673,8198.917127359508,6.101944848784387,0.19571265377557784,0.1961122634835808
39,a2,b1,0.16666666666666666,38.34037438359497,0.07335697130902194,41.045296162091844,55.73336573036849,2434.861331502653,2.6810783178587685,0.19673475417520786,0.19626037545727998
