,LPS,CSI,HR,SDNN,pNN50,RMSSD,CVRR,HF,LF,LF/HF
reading,15911.819932307573,3.9339866445911333,65.46296652404442,104.9227054154779,0.4116402116402111,75.2958951841144,0.11900445187024929,848.1148689445713,2361.043264911744,2.783872033572436
u-kt,3881.2437630088857,3.0779070502246944,68.1273794052513,47.35472139284213,0.21214285714285672,43.71920460916536,0.06236946714172084,473.01730401447367,781.4206765852739,1.6519917346646658
