answer,choicedCardRule,sortingRule,RT 
2,-1,0,2016.3897 
1,2,0,935.9202 
0,0,0,1405.3194 
0,0,0,580.8364 
0,0,0,725.2204 
0,0,0,772.6717 
0,0,0,597.0118 
0,0,0,757.3597 
1,0,1,701.1605 
2,-1,1,858.4048 
2,-1,1,890.073 
0,1,1,837.1101 
2,-1,1,981.6814 
2,-1,1,1028.6338 
0,1,1,1083.4048 
2,-1,1,1161.1024 
1,2,1,737.2556 
0,1,1,796.6909 
2,-1,1,1172.6215 
0,1,1,1094.1039 
0,1,1,756.8096 
2,-1,1,1094.9226 
2,-1,1,1182.538 
0,1,1,779.9206 
0,1,1,868.6545 
1,2,1,813.0287 
0,1,1,1014.7746 
0,1,1,1114.9977 
0,1,1,973.8459 
0,1,1,893.0588 
0,1,1,1012.9303 
0,1,1,709.4834 
2,-1,2,1136.2691 
2,-1,2,1150.0481 
1,1,2,1033.3759 
2,-1,2,1214.5671 
1,0,2,1076.4129 
0,2,2,933.1898 
0,2,2,1004.9822 
0,2,2,869.8774 
0,2,2,451.7993 
2,-1,2,1044.5181 
2,-1,2,1038.0968 
0,2,2,569.776 
0,2,2,684.683 
1,2,0,820.5376 
0,0,0,973.5738 
2,-1,0,984.6954 
2,-1,0,977.6033 
2,-1,0,1073.9214 
0,0,0,839.2458 
0,0,0,525.4802 
0,0,0,772.9228 
0,0,0,508.7335 
2,-1,0,896.2327 
2,-1,0,852.6437 
0,0,0,443.9438 
1,0,1,708.4034 
2,-1,1,830.0544 
1,2,1,772.2315 
2,-1,1,865.9265 
0,1,1,817.6861 
2,-1,1,970.0963 
0,1,1,927.5505 
0,1,1,797.2137 
0,1,1,653.5129 
2,-1,1,1001.7052 
1,2,1,705.5733 
2,-1,1,989.2931 
1,0,1,942.0951 
1,0,1,884.8305 
1,2,1,926.4206 
1,0,1,1003.9839 
1,0,1,965.2464 
1,0,1,909.0542 
1,0,1,893.7138 
2,-1,1,1130.5109 
1,0,1,743.4367 
2,-1,1,1115.3038 
1,0,1,879.6095 
1,2,1,1052.3051 
0,1,1,980.7221 
2,-1,1,1163.4115 
2,-1,1,1249.2613 
2,-1,1,1280.4716 
0,1,1,956.8257 
0,1,1,1092.4916 
0,1,1,1220.9195 
0,1,1,773.2637 
0,1,1,781.8874 
1,1,0,1156.2813 
1,2,0,966.0416 
0,0,0,660.0137 
0,0,0,589.3414 
0,0,0,420.6385 
0,0,0,548.6757 
