answer,choicedCardRule,sortingRule,RT 
0,0,0,3320.8855 
0,0,0,1253.2429 
0,0,0,612.9155 
0,0,0,869.804 
0,0,0,1141.555 
0,0,0,1013.6861 
1,0,2,669.7917 
0,2,2,2148.5697 
0,2,2,1405.2681 
0,2,2,953.2611 
0,2,2,1085.1948 
0,2,2,933.6743 
0,2,2,901.5537 
1,2,0,1013.7269 
1,2,0,1853.4717 
0,0,0,1247.2466 
0,0,0,1235.9258 
0,0,0,1196.5404 
0,0,0,765.7667 
0,0,0,1037.7258 
0,0,0,1101.5009 
1,0,2,931.7825 
0,2,2,1702.3356 
0,2,2,1676.3363 
0,2,2,791.2763 
0,2,2,667.9812 
0,2,2,901.6991 
0,2,2,1605.2718 
1,2,0,987.7645 
0,0,0,1446.0503 
0,0,0,1621.8438 
0,0,0,852.5112 
0,0,0,981.9818 
0,0,0,1419.2096 
0,0,0,1237.6608 
1,0,2,901.42 
0,2,2,1549.9423 
0,2,2,1581.3444 
0,2,2,2437.6238 
0,2,2,853.6503 
0,2,2,597.0153 
0,2,2,965.7793 
1,2,1,988.0743 
0,1,1,2421.842 
0,1,1,1485.4547 
0,1,1,1494.2985 
0,1,1,1565.3298 
0,1,1,997.6177 
0,1,1,1557.4042 
1,1,2,1429.4754 
1,0,2,1525.4736 
1,1,2,2350.1875 
1,1,2,517.3159 
1,0,2,1365.0633 
0,2,2,1293.346 
0,2,2,1142.4251 
0,2,2,1172.4722 
0,2,2,1021.4757 
0,2,2,733.2455 
0,2,2,870.1877 
1,2,0,1020.4222 
1,2,0,1045.4669 
0,0,0,1109.3976 
0,0,0,1149.1981 
0,0,0,1917.154 
0,0,0,1373.5779 
0,0,0,1134.7443 
0,0,0,1100.6539 
1,0,1,1421.898 
1,2,1,1133.4597 
1,2,1,701.7755 
0,1,1,1180.9842 
0,1,1,1333.5297 
0,1,1,1453.3235 
0,1,1,1165.9819 
0,1,1,1477.7985 
0,1,1,2213.8904 
1,1,0,1461.6551 
0,0,0,1829.4212 
0,0,0,1469.9184 
0,0,0,1490.9015 
0,0,0,1317.8844 
0,0,0,861.6273 
0,0,0,1069.3122 
1,0,1,1701.6236 
1,2,1,1813.4698 
1,0,1,2974.9588 
0,1,1,1700.8543 
0,1,1,1277.7673 
0,1,1,957.5059 
0,1,1,1428.7274 
0,1,1,1301.5969 
0,1,1,1102.5187 
1,1,2,1548.6907 
1,0,2,1421.6156 
0,2,2,1389.7015 
