,t,filtered_eda
0,0.0,0.4233793199415481
1,0.25,0.4253784700919032
2,0.5,0.43017877344992267
3,0.75,0.45030765046334803
4,1.0,0.4781315070246784
5,1.25,0.4768353852603997
6,1.5,0.44081626047833883
7,1.75,0.41603087089236757
8,2.0,0.42424232769470965
9,2.25,0.43568594654774345
10,2.5,0.43073320514579416
11,2.75,0.4237831996320227
12,3.0,0.4255156933046883
13,3.25,0.42813050566201627
14,3.5,0.4267681320657094
15,3.75,0.4265137843523595
16,4.0,0.42978276408480387
17,4.25,0.43236832883689297
18,4.5,0.4311852556197689
19,4.75,0.4290882494540957
20,5.0,0.42945251390875977
21,5.25,0.4305690213549825
22,5.5,0.42986320537579636
23,5.75,0.42778499296268757
24,6.0,0.42577690457335954
25,6.25,0.42513722945816174
26,6.5,0.42563691667087217
27,6.75,0.42534633430263596
28,7.0,0.42385663591956896
29,7.25,0.4218442234724347
30,7.5,0.4198514758276999
31,7.75,0.4195191181263484
32,8.0,0.42120277682365714
33,8.25,0.4228784206761173
34,8.5,0.42307293304981153
35,8.75,0.4218947485846438
36,9.0,0.4209336330373398
37,9.25,0.4211806306163633
38,9.5,0.4211697056460031
39,9.75,0.4201319181497824
40,10.0,0.4189750922881833
41,10.25,0.4180632962365984
42,10.5,0.4177821792906413
43,10.75,0.41855265883715415
44,11.0,0.41987721208617973
45,11.25,0.42065749301838357
46,11.5,0.42010477418170133
47,11.75,0.4189587397397543
48,12.0,0.418017413405534
49,12.25,0.4170765299934115
50,12.5,0.41716254210409826
51,12.75,0.4186341479715809
52,13.0,0.41910566988422493
53,13.25,0.4182259341286691
54,13.5,0.4181253724199842
55,13.75,0.41826241719147467
56,14.0,0.41728512661456746
57,14.25,0.41684136316201004
58,14.5,0.4181424769161108
59,14.75,0.4191601713151055
60,15.0,0.41818765508314876
61,15.25,0.4164855659556835
62,15.5,0.41581172493314883
63,15.75,0.4164275132316355
64,16.0,0.4183289747998397
65,16.25,0.4208067413745971
66,16.5,0.42153339131620654
67,16.75,0.41992930201440254
68,17.0,0.4182807179021549
69,17.25,0.4182794628445892
70,17.5,0.42023028284799674
71,17.75,0.42248492441081276
72,18.0,0.42154398650781255
73,18.25,0.4173428024173193
74,18.5,0.4143130591306514
75,18.75,0.4154959454807647
76,19.0,0.41875272379920675
77,19.25,0.4198608514672412
78,19.5,0.41904885115384005
79,19.75,0.4188897350696839
80,20.0,0.4186139119281193
81,20.25,0.41790887092363876
82,20.5,0.4179933887792909
83,20.75,0.4174342474896734
84,21.0,0.4159081914782971
85,21.25,0.41616647678436147
86,21.5,0.41814292879265613
87,21.75,0.41882212499265187
88,22.0,0.4173172202891691
89,22.25,0.4157229635346062
90,22.5,0.416295498630683
91,22.75,0.418755346904039
92,23.0,0.4205055513549062
93,23.25,0.41957724554693665
94,23.5,0.4171513990951873
95,23.75,0.4163847155671695
96,24.0,0.4178914199448606
97,24.25,0.41910515045733615
98,24.5,0.4184887943183076
99,24.75,0.41681586875201493
100,25.0,0.41583745181656495
101,25.25,0.4166943196590938
102,25.5,0.4181599187513535
103,25.75,0.4188600639174219
104,26.0,0.4190008322271273
105,26.25,0.4179009556236565
106,26.5,0.41529523426992165
107,26.75,0.41358565979637574
108,27.0,0.41468726155152513
109,27.25,0.41704882311065555
110,27.5,0.4171724864626804
111,27.75,0.41475725017736587
112,28.0,0.4139411748900891
113,28.25,0.4164216433278722
114,28.5,0.4188254490159044
115,28.75,0.4184033800917996
116,29.0,0.4157764586197854
117,29.25,0.41347075516892784
118,29.5,0.4137158578837996
119,29.75,0.4159441848224085
120,30.0,0.4174912003186496
121,30.25,0.4165463908560289
122,30.5,0.41413226018934557
123,30.75,0.4133212607556202
124,31.0,0.4146964701280849
125,31.25,0.41593919168560584
126,31.5,0.41655553382552263
127,31.75,0.4167606900971055
128,32.0,0.4153467031690036
129,32.25,0.413591563067907
130,32.5,0.41424976484448095
131,32.75,0.41602650728854607
132,33.0,0.41582377394422754
133,33.25,0.413984592222824
134,33.5,0.4133324118681875
135,33.75,0.41446602227306195
136,34.0,0.41475503815965964
137,34.25,0.4136659675872666
138,34.5,0.41372225555051106
139,34.75,0.4147548137092043
140,35.0,0.41477061913326874
141,35.25,0.4140419062233911
142,35.5,0.41375817455514674
143,35.75,0.41456799476564216
144,36.0,0.41576139474935114
145,36.25,0.4154244844754825
146,36.5,0.4138053007740425
147,36.75,0.41329723022356807
148,37.0,0.4145267469156074
149,37.25,0.41547592735025557
150,37.5,0.41444908489991455
151,37.75,0.41319980063201667
152,38.0,0.41418759653064424
153,38.25,0.4157376341835528
154,38.5,0.4155748153442036
155,38.75,0.41479771779140107
156,39.0,0.41464284154072667
157,39.25,0.4149810837478348
158,39.5,0.4154264641493862
159,39.75,0.41539085957332555
160,40.0,0.41457646788365815
161,40.25,0.4130923339449079
162,40.5,0.41189252534668735
163,40.75,0.41215826245392484
164,41.0,0.41309883591308666
165,41.25,0.4134188797041818
166,41.5,0.41336339011476037
167,41.75,0.41361940039592776
168,42.0,0.41448139632425335
169,42.25,0.4149100745782545
170,42.5,0.4137585196742025
171,42.75,0.41259366011148035
172,43.0,0.41273415775352584
173,43.25,0.41290712545024777
174,43.5,0.4128146836370452
175,43.75,0.4130405652450025
176,44.0,0.41302356667412127
177,44.25,0.4126677764815184
178,44.5,0.41221014877369605
179,44.75,0.4116790126447857
180,45.0,0.4116994134479665
181,45.25,0.4121908681363089
182,45.5,0.4124060424542825
183,45.75,0.41252989409038354
184,46.0,0.4132717209893061
185,46.25,0.41465398249672886
186,46.5,0.4148485485195725
187,46.75,0.41241061414237845
188,47.0,0.4102171827998257
189,47.25,0.411278765969702
190,47.5,0.41313081747432795
191,47.75,0.4125265608267609
192,48.0,0.4106638367726861
193,48.25,0.41037843845137867
194,48.5,0.41152260624807796
195,48.75,0.4116694427475386
196,49.0,0.4110485963244899
