answer,choicedCardRule,sortingRule,RT 
0,0,0,1649.8358 
2,-1,0,1814.9079 
1,2,0,1293.3258 
0,0,0,949.8546 
0,0,0,1453.8388 
0,0,0,645.6137 
0,0,0,685.1769 
2,-1,0,1314.5153 
0,0,0,1019.1156 
0,0,0,1045.6411 
1,0,2,589.3703 
1,0,2,941.4861 
0,2,2,1101.2701 
2,-1,2,1234.0433 
2,-1,2,1290.7624 
0,2,2,1040.5331 
0,2,2,757.5194 
0,2,2,924.8829 
0,2,2,1189.4237 
0,2,2,645.6224 
1,2,1,677.7124 
1,2,1,894.1546 
1,0,1,701.5583 
0,1,1,1013.1304 
2,-1,1,1034.1662 
2,-1,1,1128.2379 
1,2,1,874.7989 
2,-1,1,1249.1872 
2,-1,1,1381.7015 
0,1,1,957.9519 
0,1,1,1261.4923 
0,1,1,1133.6894 
0,1,1,1141.396 
0,1,1,893.4381 
0,1,1,878.293 
1,1,2,1157.3802 
2,-1,2,1353.1275 
1,0,2,667.0141 
1,0,2,877.3895 
1,1,2,1181.8042 
0,2,2,1052.7684 
0,2,2,1229.8026 
0,2,2,829.2627 
0,2,2,453.4326 
0,2,2,565.7646 
0,2,2,973.9536 
1,2,0,645.5822 
2,-1,0,911.2609 
2,-1,0,936.807 
1,2,0,877.3071 
1,2,0,549.4037 
2,-1,0,1032.5868 
0,0,0,901.4814 
0,0,0,844.9251 
0,0,0,1045.6427 
2,-1,0,1143.2386 
0,0,0,997.3523 
0,0,0,749.8075 
0,0,0,821.6576 
1,0,2,669.6673 
1,0,2,901.4841 
0,2,2,909.5432 
2,-1,2,1060.3409 
0,2,2,648.2908 
0,2,2,621.2309 
2,-1,2,1077.0455 
0,2,2,815.9514 
1,1,2,652.5624 
2,-1,2,1002.8831 
0,2,2,758.5657 
0,2,2,677.1537 
0,2,2,829.5405 
0,2,2,765.3392 
0,2,2,661.455 
0,2,2,629.5369 
1,2,0,933.9361 
1,2,0,677.259 
0,0,0,765.1921 
2,-1,0,956.2728 
0,0,0,592.6624 
2,-1,0,1034.0636 
0,0,0,647.3203 
0,0,0,468.6237 
0,0,0,869.1831 
0,0,0,573.9369 
1,0,1,676.9645 
1,0,1,757.8719 
2,-1,1,870.439 
1,0,1,637.9564 
2,-1,1,929.7502 
2,-1,1,1011.0191 
1,2,1,831.6249 
0,1,1,821.7554 
2,-1,1,1107.3697 
1,0,1,721.7 
0,1,1,829.0211 
