answer,choicedCardRule,sortingRule,RT 
0,0,0,2481.5229 
0,0,0,1341.2323 
0,0,0,1085.5312 
0,0,0,917.1677 
0,0,0,1061.2539 
0,0,0,588.9048 
1,1,2,1037.107 
1,1,2,1052.8172 
1,0,2,1509.0683 
1,0,2,1016.6122 
0,2,2,1164.7639 
1,0,2,837.1953 
1,0,2,972.2761 
1,1,2,1485.2966 
1,1,2,1220.7807 
1,0,2,997.0189 
1,1,2,1133.0421 
1,1,2,1229.3263 
1,0,2,925.1982 
1,1,2,1692.9981 
1,1,2,1381.3017 
0,2,2,1148.8874 
0,2,2,1108.6833 
0,2,2,1637.0829 
0,2,2,1317.2201 
0,2,2,813.1548 
0,2,2,1205.2211 
1,2,0,1157.5801 
1,1,0,2205.117 
1,1,0,1101.424 
1,1,0,1213.034 
0,0,0,1660.8523 
0,0,0,988.6413 
0,0,0,1973.6389 
0,0,0,1108.4516 
0,0,0,660.8075 
0,0,0,1125.1323 
1,0,1,1107.714 
0,1,1,1501.128 
0,1,1,3685.7253 
0,1,1,2821.7803 
0,1,1,1141.263 
0,1,1,1132.891 
0,1,1,1597.2913 
1,1,2,956.2265 
0,2,2,1772.9138 
0,2,2,1765.2699 
0,2,2,1469.2879 
0,2,2,1027.4727 
0,2,2,1475.8683 
0,2,2,1123.818 
1,2,0,1203.454 
0,0,0,1596.9332 
0,0,0,1675.6262 
0,0,0,812.901 
1,2,0,843.5539 
0,0,0,1459.6017 
0,0,0,1149.3104 
0,0,0,1019.2733 
0,0,0,1426.6271 
0,0,0,860.2634 
0,0,0,1219.0226 
1,0,2,883.77 
0,2,2,1459.1485 
0,2,2,2395.865 
0,2,2,1060.0077 
0,2,2,1147.2153 
0,2,2,1069.3678 
0,2,2,1147.0251 
1,2,1,860.0739 
1,0,1,1995.9118 
1,0,1,2508.0289 
1,2,1,1555.8985 
1,2,1,2027.9891 
1,0,1,1915.6586 
1,2,1,1275.8377 
1,0,1,1124.8623 
1,2,1,1507.4284 
1,0,1,2387.8711 
1,0,1,1340.0091 
1,2,1,1211.1039 
1,0,1,1211.7186 
0,1,1,1372.3826 
1,0,1,1091.2266 
0,1,1,2723.816 
1,0,1,1467.1444 
0,1,1,1179.3083 
0,1,1,1699.5531 
0,1,1,1988.5133 
0,1,1,1132.093 
0,1,1,1291.4946 
0,1,1,844.8482 
1,1,0,707.3562 
0,0,0,1755.8899 
0,0,0,1371.7251 
1,1,0,1259.9996 
