G,S,MD,PD,TP,EF,FR,AC,M,P,T,E,F,A,SUM,WWL
J1,A,95,0,70,85,60,50,6,1,5,2,3,4,1470,70.00
J1,B,50,50,50,50,50,50,6,1,5,2,3,4,1050,50.00
