,LPS,CSI,HR,SDNN,pNN50,RMSSD,CVRR,HF,LF,LF/HF
reading,8692.910597708373,4.037526026438323,58.988327859586775,80.44751433135781,0.38534946236559015,59.36382651446455,0.08512729026795561,597.8446636999065,1059.2628647718684,1.7718028261996412
u-kt,3947.48618957973,4.884977644832202,64.58654042558989,57.96492328752344,0.161760124610592,36.80894933709001,0.07262253964852128,180.00438620835573,619.0834744581424,3.4392688283803876
