,A,B,pNN50,RMSSD,CVRR,SDNN,HR,LPS,CSI,SCL,EDA
70,a1,b2,0.43333333333333335,83.93132761735427,0.10510057306833896,110.54715552910707,55.74256549008338,17285.332295663542,3.8773271171342714,0.24172693302845144,0.21864435503481425
85,a1,b2,0.5333333333333333,73.10960807724037,0.08502352438880499,73.1078078606476,57.85349839898371,6703.047580176469,2.8427921580005813,0.22096064044365055,0.20414707776140634
100,a1,b2,0.5333333333333333,66.51667187148085,0.06053063768256305,65.2585161893738,59.826151372064956,6089.512661896544,3.2049997044750667,0.20343033442027594,0.1836631606569276
115,a1,b2,0.43333333333333335,58.23084396829894,0.06263095812778863,64.87172311521451,51.78068027394722,5453.495864635244,4.036895167805361,0.1892334564503845,0.17202364466855385
130,a1,b2,0.5666666666666667,67.71606443536473,0.06945171392308867,55.914077231140496,57.03093080945703,4724.9778323134615,2.6000581778792746,0.17764200106632136,0.16572724869676345
145,a1,b2,0.5,59.708915115591715,0.07148987347298626,53.43529100754997,53.697930168028606,4691.547936444058,2.6384615082962792,0.16639913016724805,0.15534640274763598
160,a1,b2,0.43333333333333335,54.46466473488229,0.06386153490309897,55.937642575466775,67.09235098305848,4007.817175420784,2.457101347275149,0.15547997788002274,0.1486831564571243
175,a1,b2,0.5,57.464050474342116,0.06908750579737097,72.09314405805613,55.40553969090183,6541.156598901117,4.133835354514112,0.1551946484999734,0.16540503045843385
190,a1,b2,0.3333333333333333,48.016819791578094,0.06682100765767883,69.35861123526922,53.47981768575777,5931.341083968794,4.275766785566589,0.1579002076617043,0.15237139754232126
54,a2,b1,0.3333333333333333,48.16706938006873,0.059488749892770434,57.796375414067604,61.67339018575807,5294.740633190966,3.147875125744524,0.2736246251844967,0.6081803930261339
69,a2,b1,0.3,39.92467028888459,0.10201888026366088,70.86075697497444,55.945694723391725,5013.327253086113,5.710923334804536,0.5947137048126909,1.6588101102599666
84,a2,b1,0.4666666666666667,57.123608825536756,0.10500889554204336,95.75872373175842,57.284242909667455,8425.626128331442,6.3689994488006585,1.53411173130529,2.5922443836289872
99,a2,b1,0.36666666666666653,52.211057396414965,0.05120012614813716,53.333101424155515,54.94091525447173,4455.907770407802,3.0620142027350163,2.5488260903311057,2.82182137391742
114,a2,b1,0.26666666666666666,37.455101039360905,0.06514384273330176,55.8648508172422,56.52013137589105,3419.3151978974433,5.247065884229773,2.951595905399982,3.854496591295967
129,a2,b1,0.4,59.23093830757616,0.0961322810022824,64.23398699627239,57.43502082255034,6682.030968007136,3.1877098619344477,3.6380703752074885,4.13660833846304
144,a2,b1,0.36666666666666653,65.48303811251319,0.08265844708451424,71.01857565974177,56.708930655350656,8256.658018666967,3.1530425470743038,4.2791858791973265,4.516917790131972
159,a2,b1,0.2,45.8944404292838,0.0430450367406829,38.80533758355651,66.81260619102677,2891.4169526809746,2.2154423304606654,4.431901423998051,4.236929640862594
174,a2,b1,0.13333333333333333,37.23089085751472,0.08096845769182907,71.06807693285191,59.350462824993954,5193.174746925873,5.775273199668222,4.413560834398892,4.704509301893465
189,a2,b1,0.1,31.45988590176331,0.08988129593672843,89.43239931379978,52.81743115121442,5285.408953750846,9.185423410297453,4.208908274710399,3.813646974991672
204,a2,b1,0.26666666666666666,46.413928095531794,0.08279338909548747,56.450082305419215,59.36648327168566,4809.63279175642,3.1921623400450256,4.266860045637001,4.476247239318624
219,a2,b1,0.3,48.68272661202322,0.09780129355603742,101.57589520167643,63.50063319301081,9929.900981751256,6.137840828996838,4.278408372065055,3.907612120979104
1,a2,b2,0.26666666666666666,63.32013507701161,0.1059096035395538,53.21603259567046,58.55595731686696,5890.9253013305115,2.035181684614766,0.09915557246825693,0.105060115180484
16,a2,b2,0.43333333333333335,87.42523330289303,0.1120700715875834,100.51327881331684,77.86569606080542,17072.222477621017,2.662712081995055,0.17031366378856502,0.4046538398246453
31,a2,b2,0.43333333333333335,85.2851699105024,0.19215918208012564,153.9689236232906,59.342148546909506,31062.244130560048,4.5009274179143945,0.37367424445148106,0.9291065037811383
46,a2,b2,0.36666666666666653,58.410467003585424,0.1786928561092473,148.18193576151634,77.38878835404266,17010.830331265104,7.968132542476112,0.722675281895571,1.6762409214338374
61,a2,b2,0.26666666666666666,52.986275194224326,0.11909745464556615,106.60453351974668,62.708111232061995,11985.62530544168,5.7401669772965125,1.4958798304856942,1.9212896254146987
76,a2,b2,0.0,20.686944691349076,0.10813318758053116,82.51821313930489,59.360934126924754,3098.702708035725,13.143960418064404,2.0637848533922845,2.104481751066383
91,a2,b2,0.03333333333333333,28.427389879081996,0.026825329018656568,24.896527983759785,59.524841295830576,1186.8256431103864,2.2531942885551084,2.234585451796125,3.04858398079141
106,a2,b2,0.2333333333333333,42.71930356566345,0.04260320487407255,41.27610986104714,55.24677686642658,2586.134269700464,3.153401750771497,2.463255904445376,2.3082991240099293
121,a2,b2,0.3,46.12576372664371,0.049886588590851766,43.84968180998389,60.7308580525831,2805.786858444304,3.195532480316428,2.403868875347228,2.9128483443738333
136,a2,b2,0.2,39.34833460963987,0.04829577044294709,44.91634783784818,58.763110721931106,2363.89174882547,4.053477517893232,2.6388112264306502,2.9195804884541614
151,a2,b2,0.3,44.409171272669155,0.047932035003136544,35.68307802075533,63.08104084403805,1991.7090479116973,2.5563515866657966,2.866573795878533,3.1914540947548486
166,a2,b2,0.26666666666666666,44.18860075803836,0.038451978222720895,36.79529728805674,61.685582699783076,2180.791604126041,2.5559514718347014,3.47766149653152,4.033724971541906
