,LPS,CSI,HR,SDNN,pNN50,RMSSD,CVRR,HF,LF,LF/HF
reading,3381.1742404932434,3.8959880561557685,76.07340963871137,48.678899383989645,0.17200520833333333,38.31736673903332,0.06455245399193155,199.84815732842182,608.9916181302968,3.0472716199704877
u-kt,1538.7843496281369,4.98220913189865,81.99593233621584,36.69977765358662,0.03834115805946787,23.047533002384796,0.054437307711792844,68.09465598106124,266.2588817138494,3.9101288915814836
