answer,choicedCardRule,sortingRule,RT 
0,0,0,3918.392 
0,0,0,2060.7198 
0,0,0,1149.3794 
0,0,0,1829.098 
0,0,0,1276.9157 
0,0,0,2165.3789 
1,0,2,1132.8249 
1,1,2,3285.2474 
0,2,2,1405.568 
0,2,2,3324.8848 
0,2,2,1133.1629 
0,2,2,1725.3868 
0,2,2,1381.4557 
0,2,2,1405.3229 
1,2,1,1116.9985 
1,0,1,2604.9096 
0,1,1,4069.3182 
0,1,1,1405.1066 
0,1,1,1677.0906 
0,1,1,1853.1289 
0,1,1,1053.2586 
0,1,1,1661.0601 
1,1,2,1629.2196 
1,1,2,1307.1545 
1,1,2,1693.5795 
1,1,2,1380.7362 
1,1,2,2461.7004 
1,0,2,1069.2737 
1,0,2,1317.253 
1,1,2,1997.8768 
0,2,2,1700.9612 
0,2,2,2293.0723 
1,1,2,2092.6474 
1,1,2,1636.8356 
0,2,2,2365.5448 
0,2,2,980.6407 
0,2,2,1117.1104 
0,2,2,1708.8429 
0,2,2,1845.6929 
0,2,2,701.0939 
1,2,1,828.9182 
1,2,1,1116.8903 
1,0,1,1517.5272 
0,1,1,1460.9209 
0,1,1,1356.787 
0,1,1,2149.5391 
0,1,1,1693.4136 
0,1,1,1653.8156 
0,1,1,1100.37 
1,1,2,1501.6361 
1,1,2,2052.5644 
1,0,2,900.735 
1,1,2,1333.008 
1,0,2,1309.4423 
1,1,2,2492.7664 
1,0,2,2053.4241 
1,1,2,2477.4461 
1,1,2,1637.7433 
1,0,2,1276.838 
1,1,2,1557.3906 
0,2,2,1909.1266 
0,2,2,1500.7028 
1,1,2,2301.1394 
1,0,2,1388.9344 
1,0,2,2725.3635 
1,1,2,1397.3696 
0,2,2,2261.4574 
1,1,2,1372.5916 
1,1,2,1388.9658 
1,1,2,2405.4493 
1,1,2,1700.536 
1,1,2,1573.4185 
1,1,2,2069.7852 
1,1,2,1677.3433 
1,1,2,1853.3265 
0,2,2,1973.7177 
0,2,2,1500.1463 
0,2,2,1469.1195 
0,2,2,1293.1675 
0,2,2,1357.7916 
0,2,2,1900.6945 
1,2,0,1269.3372 
0,0,0,1716.298 
1,2,0,1405.4566 
1,2,0,1973.0376 
1,1,0,3741.264 
1,1,0,1596.8585 
0,0,0,1661.5152 
0,0,0,1180.4279 
0,0,0,2109.5154 
0,0,0,1269.0243 
0,0,0,2245.0619 
0,0,0,2317.3361 
1,0,1,1277.3695 
0,1,1,2796.9441 
0,1,1,2421.1555 
