answer,choicedCardRule,sortingRule,RT 
1,1,0,2721.2701 
0,0,0,1701.0251 
0,0,0,901.1074 
0,0,0,685.5941 
0,0,0,836.9808 
0,0,0,981.7542 
0,0,0,749.4052 
1,0,1,1573.762 
0,1,1,1476.8192 
0,1,1,1431.966 
0,1,1,1110.2223 
0,1,1,1213.1707 
0,1,1,1741.811 
0,1,1,965.5354 
1,1,0,861.5187 
1,2,0,1476.968 
1,1,0,2301.7292 
0,0,0,1781.1178 
0,0,0,844.9377 
0,0,0,2373.5366 
0,0,0,821.3155 
0,0,0,1293.8216 
0,0,0,733.1188 
1,0,2,1261.3992 
0,2,2,1172.6227 
0,2,2,876.716 
0,2,2,1565.4075 
0,2,2,2606.1077 
0,2,2,837.468 
0,2,2,1165.356 
1,2,0,909.7198 
1,1,0,1580.5331 
1,2,0,1277.767 
0,0,0,1765.3023 
0,0,0,1101.1401 
0,0,0,1901.4936 
0,0,0,1149.1531 
0,0,0,724.8298 
0,0,0,933.6049 
1,0,1,1133.3541 
1,2,1,1725.6056 
0,1,1,2341.6815 
0,1,1,1196.7227 
0,1,1,1245.7072 
0,1,1,933.6898 
0,1,1,1365.69 
0,1,1,1229.691 
1,1,0,845.6295 
1,2,0,1067.1883 
0,0,0,1588.41 
0,0,0,1331.2774 
0,0,0,1051.8707 
0,0,0,1894.0679 
0,0,0,1412.2212 
0,0,0,925.3814 
1,0,2,939.1533 
1,1,2,1635.4409 
0,2,2,1517.5801 
0,2,2,914.9389 
0,2,2,739.8081 
0,2,2,836.1181 
0,2,2,780.0703 
0,2,2,1333.3056 
1,2,0,820.0454 
1,1,0,1259.6868 
0,0,0,844.1261 
0,0,0,987.1315 
0,0,0,990.2984 
0,0,0,1147.4855 
0,0,0,756.3014 
0,0,0,852.1413 
1,0,2,1444.3724 
0,2,2,1275.4815 
0,2,2,1075.4177 
0,2,2,1195.9698 
0,2,2,1107.7891 
0,2,2,878.0615 
0,2,2,1108.0509 
1,2,1,812.1555 
0,1,1,1348.7469 
0,1,1,1754.7029 
0,1,1,1684.3541 
0,1,1,1715.7751 
1,2,1,892.0294 
0,1,1,2027.5135 
0,1,1,1346.8672 
0,1,1,972.1977 
0,1,1,1179.253 
0,1,1,1204.2159 
0,1,1,924.9069 
1,1,2,1195.7377 
0,2,2,1452.5775 
0,2,2,1307.469 
0,2,2,1764.0987 
0,2,2,1659.6419 
1,1,2,1228.0462 
