,PeakTime,BottomTime,PeakStartTime,PeakValue,PeakStartValue,Amplitude,RiseTime,HalfRecoveryTime
1,162.25,161.5,161.5,0.23467760829243944,0.21248574796427472,0.022191860328164725,0.75,4.75
2,186.75,186.25,186.25,0.221784928539898,0.211762095316768,0.010022833223129995,0.5,0.5
