,PeakTime,BottomTime,PeakStartTime,PeakValue,PeakStartValue,Amplitude,RiseTime,HalfRecoveryTime
5,44.5,43.25,43.25,0.19678953723939743,0.17979698604086622,0.016992551198531214,1.25,22.25
6,45.5,44.75,44.75,0.2302976877675579,0.1959665220850513,0.034331165682506604,0.75,8.0
7,54.75,54.0,54.0,0.22067680008446305,0.19214868131616936,0.028528118768293698,0.75,11.75
8,57.75,56.5,56.5,0.23636388831753666,0.21389565235755215,0.02246823595998451,1.25,1.0
9,67.5,66.75,66.75,0.21377576002268592,0.18740914487758026,0.02636661514510566,0.75,27.75
10,68.25,67.75,66.75,0.21167820865011294,0.18740914487758026,0.024269063772532684,1.5,28.25
11,246.25,245.5,245.5,0.1627664497603976,0.14049079415691376,0.02227565560348385,0.75,13.75
12,337.5,336.75,336.75,0.1491455540444985,0.11824478442595562,0.030900769618542878,0.75,49.25
13,387.75,387.0,387.0,0.144662042613879,0.11625572101404989,0.0284063215998291,0.75,5.75
14,394.5,393.75,393.75,0.14351940648984626,0.12320492707943823,0.020314479410408037,0.75,21.5
15,418.75,416.5,416.5,0.14113656670777947,0.11283146797310553,0.028305098734673934,2.25,0.0
