G,S,MD,PD,TP,EF,FR,AC,M,P,T,E,F,A,SUM,WWL
B_task3,A,74,0,30,40,100,60,6,1,2,4,5,3,1344,64.00
B_task3,B,50,50,50,50,50,50,6,1,2,4,5,3,1050,50.00
