G,S,MD,PD,TP,EF,FR,AC,M,P,T,E,F,A,SUM,WWL
e4,A,50,50,50,50,50,50,6,1,4,2,3,5,1050,50.00
e4,B,90,0,90,90,85,90,6,1,4,2,3,5,1785,85.00
