answer,choicedCardRule,sortingRule,RT 
1,1,0,2602.9166 
0,0,0,2372.7352 
0,0,0,1028.8635 
0,0,0,741.9683 
0,0,0,1084.6583 
0,0,0,846.346 
0,0,0,669.3098 
1,0,1,885.762 
0,1,1,1828.5749 
0,1,1,1773.0436 
0,1,1,1405.8483 
0,1,1,1325.7181 
0,1,1,1101.8661 
0,1,1,1269.4212 
1,1,0,1244.6157 
1,2,0,1348.8869 
0,0,0,1557.6883 
0,0,0,844.8633 
0,0,0,733.6789 
0,0,0,988.5072 
0,0,0,1013.8132 
0,0,0,805.4939 
1,0,1,709.5442 
0,1,1,1052.7394 
0,1,1,1788.6522 
0,1,1,965.7644 
0,1,1,1325.4699 
0,1,1,877.9248 
0,1,1,837.3636 
1,1,0,709.4557 
0,0,0,1837.3917 
0,0,0,1357.4809 
0,0,0,1493.3237 
0,0,0,909.6992 
0,0,0,1100.6864 
0,0,0,1325.3715 
1,0,2,862.072 
0,2,2,1396.6679 
0,2,2,1037.9672 
0,2,2,716.5007 
0,2,2,749.3265 
0,2,2,741.0356 
0,2,2,749.3144 
1,2,0,893.1274 
0,0,0,2269.382 
0,0,0,788.3697 
0,0,0,781.5837 
0,0,0,885.2564 
0,0,0,1189.3898 
0,0,0,781.7759 
1,0,2,1176.8944 
1,1,2,2605.0291 
0,2,2,1709.7441 
0,2,2,1204.5989 
0,2,2,1293.2198 
0,2,2,1078.1188 
0,2,2,813.5919 
0,2,2,797.7223 
0,0,0,2245.5224 
0,0,0,965.6676 
0,0,0,1509.5985 
0,0,0,901.6485 
0,0,0,949.6091 
1,1,0,1573.5125 
1,2,0,1212.6197 
0,0,0,1790.0017 
0,0,0,748.69 
0,0,0,1485.4308 
0,0,0,805.3961 
0,0,0,805.7321 
0,0,0,829.5608 
0,2,2,2069.7206 
0,2,2,1301.7732 
0,2,2,1173.7342 
0,2,2,1045.7466 
0,2,2,933.5451 
0,2,2,845.6294 
0,0,0,997.4307 
0,0,0,1189.5413 
0,0,0,1221.1081 
0,0,0,749.5247 
0,0,0,933.608 
0,0,0,670.0675 
1,1,2,1045.3105 
0,2,2,1165.5024 
1,0,2,836.5465 
1,1,2,3180.8692 
0,2,2,1469.7414 
0,2,2,1276.624 
0,2,2,798.1189 
0,2,2,805.6829 
0,2,2,829.7941 
0,2,2,717.3766 
1,2,0,853.0768 
0,0,0,1676.7891 
0,0,0,1396.8078 
