answer,choicedCardRule,sortingRule,RT 
2,-1,0,2013.6461 
1,3,0,167.2925 
1,2,0,1500.8769 
1,2,0,1405.6036 
0,0,0,1326.0229 
0,0,0,1460.9312 
0,0,0,1021.4209 
0,0,0,885.764 
0,0,0,837.5396 
0,0,0,748.318 
1,0,1,813.8995 
2,-1,1,1138.8627 
2,-1,1,1157.8224 
2,-1,1,1227.7397 
2,-1,1,1327.2141 
0,1,1,1216.1927 
2,-1,1,1579.8955 
0,1,1,1015.4659 
1,2,1,1060.901 
0,1,1,1084.6326 
0,1,1,1005.2968 
0,1,1,1389.3261 
0,1,1,1262.2711 
0,1,1,910.0254 
0,1,1,1476.7072 
1,1,0,1173.2659 
1,1,0,1476.7833 
0,0,0,837.7854 
0,0,0,1044.8766 
0,0,0,909.2532 
0,0,0,645.4006 
0,0,0,941.6881 
0,0,0,725.7501 
1,0,1,821.3297 
2,-1,1,1066.0874 
2,-1,1,1099.0179 
0,1,1,1131.8578 
2,-1,1,1261.4573 
0,1,1,981.8057 
0,1,1,981.0022 
2,-1,1,1424.2888 
0,1,1,851.5279 
2,-1,1,1442.6638 
2,-1,1,1490.7395 
0,1,1,800.1207 
0,1,1,1388.6582 
1,1,0,1021.3657 
1,1,0,908.3266 
1,2,0,837.6193 
0,0,0,1189.6252 
0,0,0,788.8155 
0,0,0,725.4576 
1,1,0,869.6857 
0,0,0,716.7075 
0,0,0,813.0818 
0,0,0,845.4632 
0,0,0,693.8129 
0,0,0,701.7739 
0,0,0,693.3858 
1,0,2,741.3671 
2,-1,2,955.8783 
2,-1,2,987.8463 
1,0,2,924.104 
0,2,2,733.0635 
2,-1,2,1128.3169 
0,2,2,907.3641 
0,2,2,869.141 
2,-1,2,1188.9866 
0,2,2,768.1288 
0,2,2,797.3021 
0,2,2,789.9759 
1,2,1,981.7198 
2,-1,1,1189.7677 
1,2,1,901.343 
0,1,1,1092.5223 
0,1,1,1276.233 
2,-1,1,1417.9994 
1,2,1,856.2014 
0,1,1,940.9056 
0,1,1,1221.8532 
0,1,1,965.2335 
0,1,1,981.5446 
0,1,1,1133.5365 
0,1,1,1277.7979 
1,1,0,1189.6458 
1,2,0,1172.9 
2,-1,0,1502.1897 
1,2,0,958.6847 
1,1,0,1116.5844 
2,-1,0,1544.6859 
2,-1,0,1647.5663 
1,2,0,1347.9066 
1,2,0,1108.5955 
1,1,0,1373.4999 
0,0,0,1597.565 
0,0,0,1228.9235 
