answer,choicedCardRule,sortingRule,RT 
2,-1,0,2003.0393 
1,2,0,1732.0003 
0,0,0,836.8984 
0,0,0,693.1303 
0,0,0,613.0376 
0,0,0,676.9216 
0,0,0,597.4866 
2,-1,0,867.2016 
2,-1,0,868.2022 
2,-1,0,909.0473 
1,1,0,720.8141 
1,1,0,909.0786 
0,0,0,653.2399 
0,0,0,541.256 
0,0,0,549.0262 
0,0,0,716.8358 
2,-1,0,846.8184 
0,0,0,795.9333 
0,0,0,629.1639 
0,1,1,773.2761 
0,1,1,749.2072 
2,-1,1,961.4525 
0,1,1,969.8104 
0,1,1,677.7876 
0,1,1,1036.3598 
0,1,1,773.5889 
1,1,0,861.3352 
0,0,0,1076.5951 
0,0,0,948.992 
0,0,0,757.1536 
0,0,0,573.0544 
0,0,0,716.5917 
0,0,0,725.3482 
2,-1,1,939.5857 
2,-1,1,943.6295 
1,2,1,858.8236 
2,-1,1,1053.8648 
1,0,1,773.4959 
1,0,1,684.7513 
1,2,1,765.0949 
0,1,1,932.8502 
2,-1,1,1062.2311 
0,1,1,997.0081 
0,1,1,933.029 
0,1,1,757.3576 
0,1,1,1101.0295 
0,1,1,1134.1481 
1,1,2,828.7731 
0,2,2,1004.8462 
0,2,2,812.9874 
0,2,2,781.0134 
0,2,2,781.0352 
0,2,2,661.6667 
2,-1,2,1019.8848 
0,2,2,855.1687 
0,0,0,876.862 
0,0,0,717.5762 
0,0,0,773.2562 
0,0,0,684.9558 
0,0,0,652.7519 
1,2,0,781.2327 
0,0,0,796.9115 
1,2,0,813.6789 
2,-1,0,937.029 
0,0,0,946.0377 
0,0,0,764.8723 
2,-1,0,1071.8109 
0,0,0,1126.47 
0,0,0,628.8985 
0,0,0,620.9033 
1,2,0,805.2809 
1,2,0,1052.5907 
0,0,0,805.2 
2,-1,0,980.8085 
0,0,0,758.1506 
0,0,0,645.2555 
2,-1,0,1065.1481 
0,0,0,752.4673 
0,0,0,724.587 
0,0,0,645.1007 
1,0,2,708.6925 
1,0,2,748.8891 
1,0,2,692.865 
0,2,2,853.9789 
0,2,2,716.7917 
2,-1,2,937.836 
0,2,2,991.4028 
0,2,2,700.7196 
0,2,2,741.6074 
0,2,2,628.8393 
1,0,1,925.1265 
0,1,1,932.7013 
0,1,1,885.0696 
2,-1,1,1036.9118 
0,1,1,1086.332 
0,1,1,813.0887 
