,LPS,CSI,HR,SDNN,pNN50,RMSSD,CVRR,HF,LF,LF/HF
reading,2966.8629814321575,2.5236227060621292,78.1097373515368,43.09266622657898,0.36512226512226537,51.356307747691496,0.06109529187402108,340.5964786977011,259.9102555998051,0.763103178851389
u-kt,1007.7781999705131,4.0812952835791485,88.11037991268105,26.486719997753767,0.023379629629629604,20.74943159618447,0.04169456729378451,28.45123232361258,163.41371424711306,5.743642749403541
