,LPS,CSI,HR,SDNN,pNN50,RMSSD,CVRR,HF,LF,LF/HF
reading,7036.8532315208895,3.441277845332639,71.296675286807,67.51409071309384,0.34036144578313265,55.86916993229913,0.08094360815074655,512.043785786951,1156.0144183550915,2.2576475888256966
u-kt,3431.720553691064,3.4695294993533965,71.19666838774066,49.111545774218314,0.3227576974564929,45.882833305390236,0.06194765675793391,377.1506764242445,394.3010606029943,1.0454735607035155
