answer,choicedCardRule,sortingRule,RT 
0,0,0,1489.0819 
0,0,0,780.2042 
0,0,0,412.7987 
0,0,0,435.3798 
0,0,0,757.4149 
0,0,0,612.6913 
1,0,1,685.2382 
0,1,1,701.2004 
2,-1,1,804.9907 
1,0,1,827.9379 
2,-1,1,911.1192 
2,-1,1,997.0981 
1,3,1,852.8541 
0,1,1,700.944 
0,1,1,604.6983 
2,-1,1,1029.783 
0,1,1,469.4198 
0,1,1,708.3432 
0,1,1,820.8791 
2,-1,1,922.5237 
0,1,1,432.3303 
1,1,2,828.2337 
1,0,2,572.8884 
2,-1,2,898.2824 
2,-1,2,925.2836 
2,-1,2,925.0474 
1,1,2,864.3911 
1,0,2,763.9866 
0,2,2,837.1819 
0,2,2,804.6976 
0,2,2,964.8394 
0,2,2,1029.1901 
0,2,2,509.0581 
2,-1,2,1042.4747 
0,2,2,880.6454 
1,2,0,829.1096 
0,0,0,645.168 
0,0,0,493.1435 
0,0,0,388.5215 
0,0,0,428.4631 
0,0,0,372.9325 
2,-1,0,596.5433 
0,0,0,397.9353 
2,-1,1,551.8665 
2,-1,1,589.2211 
1,0,1,415.5785 
1,0,1,284.6854 
2,-1,1,561.974 
2,-1,1,614.2696 
2,-1,1,628.0723 
2,-1,1,634.4152 
2,-1,1,690.8304 
1,2,1,436.2073 
1,3,1,692.8533 
2,-1,1,784.4325 
0,1,1,786.5106 
2,-1,1,851.7442 
1,2,1,887.4826 
2,-1,1,1005.2208 
1,2,1,773.6834 
2,-1,1,1080.7936 
0,1,1,490.5169 
0,1,1,476.9505 
0,1,1,940.9593 
2,-1,1,943.0601 
2,-1,1,987.7131 
1,2,1,710.9066 
1,2,1,660.9288 
2,-1,1,1064.1872 
1,0,1,1021.9228 
1,2,1,980.6251 
2,-1,1,1120.0658 
2,-1,1,1218.0865 
1,0,1,857.8519 
1,2,1,1060.7156 
1,0,1,852.8661 
0,1,1,1181.6602 
2,-1,1,1299.9013 
2,-1,1,1319.3091 
0,1,1,960.6231 
0,1,1,436.9561 
0,1,1,781.5396 
1,0,1,852.8762 
1,3,1,509.1637 
2,-1,1,893.2527 
2,-1,1,879.6361 
2,-1,1,987.0247 
2,-1,1,1037.5086 
0,1,1,915.8265 
0,1,1,644.6663 
0,1,1,1013.0072 
0,1,1,948.9315 
0,1,1,797.2412 
0,1,1,965.2931 
1,1,0,444.9649 
1,1,0,1045.2028 
