answer,choicedCardRule,sortingRule,RT 
1,2,0,1600.6102 
1,1,0,1155.1607 
0,0,0,1324.3213 
0,0,0,475.0995 
0,0,0,1012.1805 
0,0,0,820.3603 
0,0,0,708.5862 
0,0,0,948.4336 
1,0,2,604.535 
0,2,2,1284.2819 
0,2,2,916.4004 
0,2,2,908.9103 
0,2,2,867.3224 
0,2,2,692.559 
0,2,2,956.2303 
1,2,0,668.3793 
1,2,0,1196.4581 
1,1,0,1401.8111 
0,0,0,1109.2083 
0,0,0,1533.0953 
1,1,0,743.1074 
0,0,0,1164.6231 
0,0,0,564.3016 
0,0,0,1052.5789 
0,0,0,988.6067 
1,2,0,732.4601 
0,0,0,703.4186 
0,0,0,612.1036 
0,0,0,999.8395 
0,0,0,783.5137 
0,0,0,724.7855 
0,0,0,828.4052 
1,0,1,996.5468 
1,2,1,964.2732 
1,2,1,1484.0446 
0,1,1,2732.8342 
0,1,1,1468.2593 
0,1,1,1124.9652 
0,1,1,1068.6972 
0,1,1,1924.8014 
0,1,1,948.3856 
1,1,0,684.3878 
1,2,0,1188.9089 
0,0,0,1132.5767 
0,0,0,748.567 
0,0,0,692.2333 
0,0,0,748.764 
0,0,0,500.6726 
0,0,0,1332.1996 
1,0,2,532.7769 
0,2,2,1612.597 
0,2,2,916.2911 
0,2,2,572.7183 
0,2,2,948.5644 
0,2,2,500.4686 
0,2,2,948.5597 
1,2,1,492.7133 
1,0,1,932.1211 
1,2,1,1181.1161 
0,1,1,1268.9577 
0,1,1,1444.1523 
0,1,1,771.4015 
0,1,1,660.8291 
0,1,1,764.7459 
0,1,1,1228.6813 
1,1,2,924.5399 
1,0,2,1019.9777 
0,2,2,796.6663 
0,2,2,788.0896 
0,2,2,796.7654 
0,2,2,772.321 
0,2,2,484.6076 
0,2,2,500.2331 
1,2,1,524.0156 
1,0,1,666.5809 
1,0,1,1036.0392 
1,2,1,893.2219 
0,1,1,1812.5484 
0,1,1,1148.6044 
0,1,1,1388.7474 
0,1,1,1444.9923 
0,1,1,667.8582 
0,1,1,1172.7568 
1,1,2,1404.3782 
1,0,2,1044.4299 
0,2,2,1348.463 
0,2,2,932.4349 
0,2,2,764.4354 
0,2,2,508.5089 
0,2,2,636.7239 
0,2,2,492.381 
1,2,1,468.9334 
0,1,1,1012.5296 
0,1,1,1348.3461 
0,1,1,867.5489 
0,1,1,788.6294 
