t,RRI
0,842.0
1,861.3526035443055
2,833.4666710541555
3,821.9172292704201
4,833.748878744541
5,814.0723389749551
6,851.0486154927432
7,836.5145420681984
8,846.5374587235566
9,868.9050712977933
10,848.4407834756298
11,854.2839270697143
12,841.6168995691338
13,842.8275815630561
14,872.3901454948615
15,790.6285698437675
16,771.5238068559011
17,785.0172589993684
18,795.1433972375179
19,721.610422930759
20,777.7579859251229
21,803.5923638230355
22,782.4444931189562
23,839.7909021801388
24,844.775767069493
25,841.0808587652482
26,835.6837167535374
27,847.1888219040608
28,832.0545102587915
29,835.690175091188
30,832.0604838559988
31,817.048132600236
32,842.2942656585443
33,824.7600818543925
34,821.911084945113
35,830.8223919145364
36,817.6292311250133
37,832.2807054247323
38,815.8121637863381
39,796.5281686982706
40,811.3592015641067
41,797.3670110910435
42,808.537687611815
43,826.1607966852772
44,814.6120982744322
45,824.7980758260521
46,817.2482072487596
47,782.7794389840994
48,793.4648611251072
49,778.3783411252977
50,745.2861918675815
51,768.2933951652808
52,752.7960288117904
53,794.4997441496788
54,770.9151242348142
55,725.0278550005893
56,737.0335181400031
57,694.8718098747696
58,691.7865808645656
59,711.3848878711497
60,702.8366434242195
61,727.5639471235366
62,744.8749261002758
63,700.8053494396886
64,712.8875991275804
65,688.8707072721093
66,696.0527471123035
67,711.4648895366946
68,706.4658499769473
69,707.1330662621141
70,713.8285853252281
71,691.0966404356136
72,742.7828703459624
73,737.8291215111719
74,751.6586315952741
75,776.8311554422136
76,750.5354483197389
77,773.6182385878672
78,741.8039128496015
79,724.1459252991106
80,654.8269343063306
81,645.742868074558
82,613.2456236047252
83,659.0175852532426
84,665.4235616918803
85,735.0765296900953
86,752.1595155497075
87,785.0803906080619
88,748.6424109751264
89,739.8039486608149
90,762.363233778412
91,749.9851853019015
92,749.9203482090093
93,743.4295355499855
94,730.8839666588186
95,754.2342552335995
96,729.4354855530211
97,708.6341166732484
98,714.1645153715114
99,729.1101103296583
100,761.3472140131383
101,740.1390879828546
102,741.6021921786879
103,745.2662289535965
104,760.5183262718774
105,752.839541919719
106,745.0155539612203
107,739.1224227934615
108,703.8303278433273
109,699.9884811096489
110,701.1149717314515
111,726.7484216103234
112,781.7250523993932
113,840.4833409279604
114,845.4247300626853
115,819.6030311871228
116,809.9868648461138
117,779.43524766729
118,777.8166181341835
119,786.1298936351442
120,763.1549569673941
121,779.2831060684085
122,799.9433885105635
123,751.7580794495958
124,747.5290826368191
125,739.691765157807
126,722.2149393355683
127,733.9317425093169
128,722.0129204394769
129,729.8272075121379
130,763.9369704676672
131,746.6854206609737
132,758.138647933869
133,742.6585805071136
134,718.2550466186817
135,671.8723155828625
136,641.4484522516617
137,643.6869563207431
138,646.355460500117
139,687.3024217175733
140,711.7236903495431
141,725.0849251397286
142,746.1616711050578
143,711.210236650189
144,708.6661713742045
145,702.4355931087953
146,715.6069899394815
147,745.6799451420502
148,754.7522822233585
149,750.1042360630446
150,741.168610108585
151,750.3930772121198
152,742.0931362678746
153,757.5591126605686
154,763.3605027253617
155,754.4406778465221
156,772.6470125571009
157,783.0341120022707
158,736.7460488192113
159,714.6727644483566
160,725.8980056854156
161,765.6638607462415
162,810.1179377843382
163,783.0202052407207
164,753.788572422618
165,776.1860112081791
166,784.9503435417769
167,807.9659557708014
168,764.3883096828
169,742.5732989434158
170,744.9666150598761
171,765.8285868901278
172,753.2765885445933
173,765.1528467559464
174,762.4707198796732
175,779.2800493215332
176,745.02246149455
177,765.7014471857899
178,764.305759445681
179,719.9393413759299
180,724.6617545540523
181,705.8248691899322
182,715.8770771084855
183,738.1685292845724
184,732.0029522104959
185,753.247007939288
186,765.6763162425816
187,761.3726688176049
188,746.7680673391287
189,733.5601047359226
190,743.0619452271048
191,771.4577395201619
192,773.9637923224641
193,751.048542444732
194,759.6118781096885
195,725.0791266665059
196,659.6525225965413
197,634.6003144092543
