t,RRI
0,732.0
1,750.1097541100025
2,745.0888912459794
3,752.4150222029047
4,777.2709672088201
5,683.5596414013096
6,680.158441186862
7,678.0482561632407
8,699.2412735168425
9,760.0847803893859
10,788.6990118373811
11,771.9991926141262
12,798.6022882977971
13,792.2813639357646
14,771.2861135111623
15,748.1515760752272
16,744.9198344512168
17,723.8525750376331
18,722.944407411706
19,735.232997197317
20,756.8601710903486
21,760.3358058056142
22,733.4986206039068
23,760.9503020943295
24,797.4061396913424
25,790.2109790193342
26,793.3852898548625
27,769.3103774062758
28,749.5119280947343
29,782.7196489977073
30,792.2277948806008
31,743.0975773233305
32,742.0821632474447
33,748.0473285906215
34,772.2192105742583
35,741.470277167865
36,723.0592012756833
37,746.0102100948835
38,744.6785880001216
39,739.0523329754177
40,728.6673032140241
41,706.799478146789
42,671.6909733707823
43,711.914013835399
44,799.1233341631167
45,873.1583664139146
46,781.7902993469575
47,801.660008820473
48,780.5343081680277
49,723.2125694100095
50,731.6337442415627
51,732.7781529507467
52,688.114768088057
53,691.3822567457719
54,729.5292279454491
55,717.6257417026479
56,720.0877493336903
57,719.4505549205562
58,714.6727656885641
59,688.793575767347
60,691.5682521292014
61,671.213893809479
62,671.6683560700769
63,672.7384425743131
64,689.4367040970784
65,722.9468522834582
66,677.7050247717495
67,668.0303225852099
68,652.4334939688397
69,652.0758018392605
70,660.5442429335752
71,674.3074784505504
72,705.2527281600034
73,721.7095009093183
74,747.8237779745614
75,682.5845272112304
76,663.3705195325563
77,685.0256321366636
78,726.9832622890768
79,710.8975201029144
80,728.9439696550621
81,715.7863198568799
82,692.1371528945408
83,703.7220713383949
84,704.7151717624262
85,690.6735460660207
86,696.8587952600158
87,703.6829887360593
88,707.2434784011994
89,731.5760353241457
90,725.6522670421632
91,720.224310901644
92,723.5677801148457
93,710.7648317376024
94,671.5730472117149
95,694.743623938856
96,677.6609760677427
97,678.8201957394267
98,678.4482026643756
99,680.4359954247764
100,661.3848313741069
101,671.5972393051625
102,678.0734960352714
103,672.7526149742446
104,664.5571776230173
105,644.4300696913899
106,637.0163717140136
107,652.46529096789
108,654.7585376287632
109,674.6346622890364
110,694.0767198823734
111,732.4061001499465
112,714.267594949563
113,678.4727833300959
114,677.6151339545369
115,724.2973055774196
116,771.9494725469349
117,726.2979663470311
118,729.9219798586619
119,793.2754758290268
120,802.8106229999911
121,777.2879172945376
122,773.258190236356
123,803.781465206044
124,732.6198409253275
125,685.4673176266396
126,715.4033495211443
127,772.7802108855642
128,775.6987406285065
129,804.1653658031529
130,758.8836204093924
131,748.4771432809006
132,749.1336057526523
133,754.3027839936484
134,753.6710798220092
135,768.0855075397845
136,752.3661795829977
137,755.4779805220898
138,744.0156244691426
139,748.7802099117887
140,731.2644050906207
141,737.5101134063696
142,762.2313679056698
143,749.894126975131
144,751.1089337216498
145,752.029484487954
146,722.542933526132
147,720.4881342126798
148,685.4607914679881
149,692.0000130739747
150,703.9200163845903
151,737.0446768916619
152,813.6557744834068
153,820.3143543968861
154,790.8527891869046
155,762.3642775873334
156,724.2401180602236
157,725.5462442493822
158,775.1237864730404
159,741.5370058304011
160,781.0848575830137
161,804.7008854744533
162,796.0456749176359
163,789.0412231666503
164,814.7447680699886
165,748.804778856249
166,762.718471421786
167,740.3423996967398
168,744.2293122150196
169,777.1125672282617
170,760.3010609334332
171,755.3193991243297
172,719.2444090741686
173,736.9883744857734
174,741.1081455537328
175,729.432789343438
176,737.5437975895569
177,748.0956974637749
178,734.1000568222406
179,731.7152400467426
180,712.2474287427431
181,727.8361583767025
182,689.9105034978579
183,711.5679828263477
184,742.8257831921735
185,776.8114462892993
186,817.748468390045
187,790.2965303461893
188,759.2692562973835
189,763.9897153160111
