answer,choicedCardRule,sortingRule,RT 
2,-1,0,2005.0572 
2,-1,0,1809.8045 
0,0,0,1205.8177 
0,0,0,1453.6858 
0,0,0,861.6197 
0,0,0,829.6281 
0,0,0,749.5044 
0,0,0,933.606 
1,0,1,781.0863 
2,-1,1,1083.5559 
2,-1,1,1154.335 
2,-1,1,1236.7937 
0,1,1,1332.8196 
2,-1,1,1453.9357 
0,1,1,1035.4717 
0,1,1,1405.0981 
0,1,1,828.7661 
0,1,1,981.251 
0,1,1,1228.9158 
1,1,2,908.9753 
1,1,2,1051.8547 
0,2,2,949.0728 
0,2,2,1060.3479 
0,2,2,852.7556 
0,2,2,1093.0225 
0,2,2,773.1254 
0,2,2,861.5644 
1,2,1,1102.0984 
2,-1,1,1221.7007 
2,-1,1,1314.5647 
0,1,1,1089.825 
0,1,1,1244.3178 
0,1,1,1436.1726 
0,1,1,845.0219 
0,1,1,1381.5792 
0,1,1,1485.6173 
1,1,0,1549.5727 
0,0,0,1342.2815 
0,0,0,1188.8497 
0,0,0,900.0607 
0,0,0,1471.0536 
0,0,0,1564.4011 
0,0,0,613.1224 
1,1,2,829.3482 
1,0,2,1141.1537 
0,2,2,1117.5552 
0,2,2,1253.6105 
0,2,2,981.6593 
0,2,2,685.7188 
0,2,2,660.6698 
0,2,2,1142.3173 
1,2,0,1045.3441 
2,-1,0,1175.7884 
2,-1,0,1228.2491 
1,1,0,1365.9811 
1,1,0,1252.7422 
0,0,0,845.5676 
0,0,0,1061.4903 
0,0,0,757.3259 
0,0,0,926.0315 
0,0,0,1101.7218 
0,0,0,1022.2247 
1,0,2,812.6658 
1,0,2,733.5059 
0,2,2,1077.5768 
2,-1,2,1246.7731 
2,-1,2,1272.6809 
1,0,2,1187.6358 
0,2,2,1205.3924 
0,2,2,781.0034 
0,2,2,1123.963 
0,2,2,981.2463 
0,2,2,948.7005 
0,2,2,989.4008 
1,2,0,893.4836 
0,0,0,1149.3317 
0,0,0,941.0633 
0,0,0,1237.6514 
0,0,0,812.6342 
0,0,0,758.2476 
0,0,0,700.9994 
1,0,1,861.4967 
2,-1,1,1149.2541 
1,2,1,959.6066 
2,-1,1,1169.5478 
0,1,1,1011.9263 
0,1,1,1188.9685 
0,1,1,1317.8515 
0,1,1,797.8258 
0,1,1,1021.2962 
2,-1,1,1406.2784 
0,1,1,1119.7216 
1,1,2,1092.8044 
2,-1,2,1428.1928 
1,0,2,951.5148 
1,1,2,1309.6103 
