answer,choicedCardRule,sortingRule,RT 
1,2,0,2978.7017 
0,0,0,2772.6035 
0,0,0,1053.139 
0,0,0,972.1156 
0,0,0,2229.1837 
0,0,0,1005.2383 
0,0,0,1941.1445 
1,0,2,1124.7581 
1,1,2,2013.2768 
0,2,2,1021.4759 
0,2,2,1205.4135 
0,2,2,1004.8111 
0,2,2,1165.3535 
0,2,2,1056.4415 
0,2,2,1140.697 
1,2,0,812.4001 
1,1,0,989.1724 
1,2,0,4685.5161 
1,2,0,2085.764 
1,2,0,1284.3969 
0,0,0,2848.2379 
0,0,0,860.3263 
0,0,0,1580.8813 
0,0,0,1053.0937 
0,0,0,1237.5138 
0,0,0,1260.2674 
1,0,2,1005.9476 
2,-1,2,5007.2843 
0,2,2,2465.8908 
0,2,2,1191.599 
0,2,2,1117.1461 
0,2,2,1213.6056 
0,2,2,1076.3425 
0,2,2,1044.4693 
1,2,0,1005.2226 
1,2,0,1717.1128 
1,2,0,1312.7144 
1,1,0,2229.4835 
0,0,0,1069.0363 
0,0,0,1061.1124 
0,0,0,1357.8221 
0,0,0,973.1014 
0,0,0,788.7041 
0,0,0,918.0994 
1,0,1,996.52 
1,2,1,1060.8734 
0,1,1,4293.569 
0,1,1,1909.3206 
0,1,1,2413.1977 
0,1,1,1197.1953 
0,1,1,2709.0489 
0,1,1,1022.0602 
1,1,0,1108.1958 
1,2,0,1404.9427 
0,0,0,2317.4779 
0,0,0,932.0138 
0,0,0,709.1802 
0,0,0,828.7718 
0,0,0,685.321 
0,0,0,667.8668 
1,0,1,781.1926 
1,2,1,1171.8602 
0,1,1,2037.3636 
0,1,1,1732.3021 
0,1,1,1036.8941 
0,1,1,1309.5661 
0,1,1,1139.2636 
0,1,1,924.5127 
1,1,2,869.1959 
0,2,2,1716.8021 
0,2,2,1629.6166 
0,2,2,1877.7401 
0,2,2,2541.7528 
0,2,2,1668.7075 
0,2,2,1229.5278 
1,2,1,1276.7311 
1,2,1,1019.4526 
1,2,1,1125.9913 
0,1,1,1228.1504 
0,1,1,1060.5731 
0,1,1,2165.4671 
0,1,1,917.0184 
0,1,1,1748.9125 
0,1,1,2157.5113 
1,1,0,1853.0591 
0,0,0,2453.3675 
0,0,0,796.795 
0,0,0,1116.9439 
0,0,0,1149.3625 
1,1,0,1301.2652 
1,2,0,3676.9192 
0,0,0,2397.6242 
0,0,0,924.6081 
0,0,0,804.7003 
0,0,0,829.1548 
0,0,0,1069.4308 
