answer,choicedCardRule,sortingRule,RT 
1,2,0,2283.4435 
0,0,0,2342.2216 
0,0,0,1067.8141 
0,0,0,614.6944 
0,0,0,1061.539 
0,0,0,708.2259 
0,0,0,677.8017 
1,0,1,861.3948 
1,0,1,781.7577 
0,1,1,1469.9427 
0,1,1,1620.3743 
0,1,1,1132.718 
0,1,1,1302.0576 
0,1,1,1045.1204 
0,1,1,934.0769 
1,1,0,1862.588 
0,0,0,2004.6114 
0,0,0,1117.5285 
0,0,0,797.6172 
0,0,0,1173.8439 
0,0,0,1108.5601 
0,0,0,1134.4024 
1,0,1,892.464 
0,1,1,2053.3208 
0,1,1,1317.6278 
0,1,1,1813.0884 
0,1,1,1109.7803 
0,1,1,1629.1732 
0,1,1,1149.3239 
1,1,0,1437.766 
0,0,0,1549.5192 
0,0,0,1101.6426 
0,0,0,797.6565 
0,0,0,805.8062 
0,0,0,853.381 
0,0,0,765.6611 
1,0,1,797.6941 
1,0,1,1101.4499 
0,1,1,1253.5743 
0,1,1,1254.1502 
0,1,1,1204.581 
0,1,1,1317.3707 
0,1,1,2036.1873 
0,1,1,1037.6369 
1,1,2,1685.186 
0,2,2,1156.0048 
0,2,2,1581.5504 
0,2,2,965.5419 
0,2,2,806.3463 
0,2,2,924.5663 
0,2,2,1316.0662 
1,2,0,1100.9323 
1,2,0,1291.9087 
1,1,0,1325.7744 
0,0,0,1260.9678 
0,0,0,1077.755 
0,0,0,676.5486 
0,0,0,701.7249 
0,0,0,765.6705 
0,0,0,797.667 
1,0,1,845.6997 
0,1,1,2029.5115 
0,1,1,1580.4529 
0,1,1,1374.1276 
0,1,1,1099.7999 
0,1,1,1109.8752 
0,1,1,1533.1463 
1,1,0,1254.0887 
1,1,0,2589.5074 
1,2,0,1253.7956 
0,0,0,813.4473 
0,0,0,1005.3818 
0,0,0,957.3207 
0,0,0,1806.2106 
0,0,0,917.4731 
0,0,0,846.2658 
1,0,2,1060.1651 
1,1,2,2580.292 
0,2,2,1469.4843 
0,2,2,1781.8838 
0,2,2,972.3046 
0,2,2,1173.6676 
0,2,2,1301.4232 
0,2,2,933.8904 
1,2,0,1165.3966 
1,1,0,1541.6174 
0,0,0,549.6276 
0,0,0,901.3508 
0,0,0,1854.0463 
0,0,0,957.399 
0,0,0,878.0631 
0,0,0,1053.6527 
1,0,2,884.3822 
0,2,2,1493.7552 
0,2,2,2117.494 
0,2,2,1012.8471 
