,t,filtered_eda
0,0.0,0.07827115280224264
1,0.25,0.07666520373490736
2,0.5,0.07610142563142422
3,0.75,0.07648669980250464
4,1.0,0.07576072834001552
5,1.25,0.07465950657701616
6,1.5,0.07440696870739073
7,1.75,0.07440691150757993
8,2.0,0.07345801691905167
9,2.25,0.07203205961744151
10,2.5,0.07285005602599771
11,2.75,0.07632258578693546
12,3.0,0.07856188101931089
13,3.25,0.07792929223417651
14,3.5,0.07714144857117146
15,3.75,0.07755149432254851
16,4.0,0.0780609906559675
17,4.25,0.07817460245079322
18,4.5,0.07803101248711514
19,4.75,0.07732762106520519
20,5.0,0.07583498993315936
21,5.25,0.07404298408244546
22,5.5,0.07296815605241673
23,5.75,0.07333104465133479
24,6.0,0.07443289480813274
25,6.25,0.07477601740254593
26,6.5,0.07427314900076133
27,6.75,0.07410319879968354
28,7.0,0.07490128524669719
29,7.25,0.07661268162053117
30,7.5,0.07856946597779157
31,7.75,0.07945583758367572
32,8.0,0.0789832950330823
33,8.25,0.07846170050875664
34,8.5,0.07851673975228317
35,8.75,0.07832440546105712
36,9.0,0.07791015916459249
37,9.25,0.07846677456452601
38,9.5,0.07960515819756231
39,9.75,0.0795337734490901
40,10.0,0.07802433184685116
41,10.25,0.0762128070918007
42,10.5,0.07514454094529105
43,10.75,0.07582266993360988
44,11.0,0.07759775814061912
45,11.25,0.07801297228805018
46,11.5,0.07688047904642185
47,11.75,0.0765796762698434
48,12.0,0.0774009751031313
49,12.25,0.07723027865540134
50,12.5,0.07589409739740478
51,12.75,0.07568088906162679
52,13.0,0.07722531932457762
53,13.25,0.0787222736123325
54,13.5,0.07944130261469813
55,13.75,0.08006020412919002
56,14.0,0.08046534788960642
57,14.25,0.0803956067630427
58,14.5,0.08023414242939866
59,14.75,0.08017620944573783
60,15.0,0.08025590901733082
61,15.25,0.08036411182818626
62,15.5,0.08018738651287935
63,15.75,0.07985159782264631
64,16.0,0.07962100372467504
65,16.25,0.07935433903109163
66,16.5,0.0789016799378575
67,16.75,0.07841311420313903
68,17.0,0.0783745988029146
69,17.25,0.0789694125955894
70,17.5,0.0792895130328838
71,17.75,0.0786018659697487
72,18.0,0.0777926744879939
73,18.25,0.07778939133876962
74,18.5,0.07808126630678389
75,18.75,0.0784597641527457
76,19.0,0.07973998155442404
77,19.25,0.08152899155820409
78,19.5,0.0823922208580711
79,19.75,0.08231960202849121
80,20.0,0.08203928969472128
81,20.25,0.08225596299101773
82,20.5,0.0849547952727837
83,20.75,0.0888784396617486
84,21.0,0.08711695450491637
85,21.25,0.07914285650471306
86,21.5,0.07496959444725992
87,21.75,0.07878783960070158
88,22.0,0.08240855378678864
89,22.25,0.07982574338253977
90,22.5,0.07573623597786802
91,22.75,0.07580711208196785
92,23.0,0.07799292314827165
93,23.25,0.07802434331836537
94,23.5,0.07659719293313484
95,23.75,0.07650572106536578
96,24.0,0.07722030025557944
97,24.25,0.07666791646418081
98,24.5,0.07575385296179407
99,24.75,0.07692028337527272
100,25.0,0.07969090242858658
101,25.25,0.08141712354062818
102,25.5,0.08140353494110453
103,25.75,0.08105651254149623
104,26.0,0.0809783381374322
105,26.25,0.08062862021986271
106,26.5,0.07959698588850077
107,26.75,0.07787688686073921
108,27.0,0.07664137581969396
109,27.25,0.07761520027966469
110,27.5,0.07967245843241533
111,27.75,0.07969241503688865
112,28.0,0.07805240827024844
113,28.25,0.07798549764434408
114,28.5,0.07945064637696919
115,28.75,0.07949191788989105
116,29.0,0.07797903928910192
117,29.25,0.07734805073569828
118,29.5,0.07802185570413682
119,29.75,0.07909544096737411
120,30.0,0.08078151942771822
121,30.25,0.08250331318872485
122,30.5,0.08268250738840882
123,30.75,0.08180250844568404
124,31.0,0.08145979953506544
125,31.25,0.08131269656171154
126,31.5,0.08050550410293582
127,31.75,0.08003915075039107
128,32.0,0.08070479348339506
129,32.25,0.08094077726745749
130,32.5,0.07961744654446204
131,32.75,0.07854728332198944
132,33.0,0.07928081538966811
133,33.25,0.08008078405735033
134,33.5,0.07908131004824245
135,33.75,0.07761992780199609
136,34.0,0.07780643682790722
137,34.25,0.07956660146869046
138,34.5,0.08153274008054427
139,34.75,0.08246018911008013
140,35.0,0.08188056450312213
141,35.25,0.08085684378686199
142,35.5,0.08104659969509666
143,35.75,0.08238687366937356
144,36.0,0.0832453841023779
