t,RRI
0,749.0
1,714.3550814917764
2,715.5780289748234
3,760.3909955740493
4,786.0413118535884
5,801.0377529990125
6,768.1570825290712
7,810.0355257601991
8,788.6301590460537
9,790.962842846832
10,805.6187179790995
11,828.4660286353555
12,824.0865771899568
13,821.113302043523
14,803.4590110490523
15,784.2329704884448
16,768.2815800183085
17,710.5864133254607
18,749.6733840510473
19,761.6826640883646
20,765.1576244190683
21,757.5160337057192
22,782.0042206663584
23,761.4908189212747
24,786.4624169134702
25,803.5939648335722
26,798.335007092587
27,767.5503222990395
28,786.4410009876945
29,781.9586640414523
30,764.3029140568063
31,803.0113918374494
32,781.0748966315332
33,813.1436172762809
34,791.6216490266713
35,819.9662678541664
36,829.2717914801829
37,791.9543938155001
38,849.3875578735821
39,816.627448163632
40,768.0231493912157
41,793.7867134217926
42,804.2311232815287
43,761.70261625226
44,778.1502498125561
45,777.6723017697805
46,733.4523131018071
47,755.7288107993861
48,762.2213993096809
49,766.4482196664869
50,812.9234725434914
51,787.9944102860284
52,834.4031930826433
53,819.5243283851884
54,810.7488246754017
55,821.4691623230266
56,790.6328246289858
57,829.7596663445652
58,828.1165940142114
59,769.2716149886112
60,795.7744434568322
61,798.1003327729254
62,736.0857093633558
63,775.1813751866654
64,738.8556393864924
65,762.3850305983678
66,755.8993581333636
67,767.9003542320874
68,805.340818230169
69,769.517921436925
70,787.5872646787805
71,807.6656236139182
72,749.3876500923211
73,740.5955305829822
74,715.2703258821423
75,717.9999727405575
76,681.8871260848562
77,679.9420205531669
78,674.8766996599062
79,660.4744348052034
80,690.2645757917604
81,715.3605197513107
82,730.6733575216558
83,737.5001258532506
84,686.4280128441536
85,712.5851402863206
86,762.7483779238498
87,761.9523762010608
88,771.5121320922685
89,749.9691458278178
90,756.9354073783421
91,742.0819644766722
92,744.7050708525992
93,740.08399835622
94,740.7391916251127
95,735.6009275112863
96,746.8119963128498
97,750.1006787440818
98,743.7479359263084
99,768.9519094475911
100,757.5803000037376
101,780.9106882636077
102,745.3543977514547
103,758.683902357324
104,757.5855798960931
105,786.5926527745406
106,749.8942284179354
107,720.2776746646159
108,734.266615878618
109,749.5130164315686
110,739.1061037228736
111,709.3819956686709
112,739.1892276984679
113,703.9051535744364
114,751.2437918592454
115,728.8392814407786
116,749.015126897381
117,729.1012810743913
118,776.5998840067514
119,786.2511042309709
120,802.0588378569656
121,772.4776430430994
122,779.4543932037061
123,793.8444289875432
124,800.079713524172
125,767.2558994011832
126,785.5952920335347
127,804.4362797008167
128,815.8149142462306
129,744.4259477915782
130,768.0229169894245
131,767.9124340641432
132,787.8766421363863
133,754.7275712514836
134,758.8228818914682
135,756.1085129117423
136,777.4862701381452
137,776.4589877811019
138,815.9274613328826
139,800.8421504057803
140,837.4722383932001
141,824.8454384406205
142,856.5033607784641
143,884.5058825348516
144,855.0628122295776
145,823.1080011919065
146,841.0531333205464
147,827.5448140572511
148,759.8800718054821
149,791.7778514552025
150,736.3726557089581
151,780.5018767783349
152,774.594485949188
153,763.0016845308747
154,792.1796280982871
155,810.9866645984467
156,807.9451448199028
157,770.1730132004759
158,801.9317340450995
159,781.3654896751348
160,789.28355082105
161,821.5341996640138
162,800.0587705396559
163,836.7652054571527
164,840.1547610599099
165,805.6421250701334
166,828.7000189756125
167,805.3876256972095
168,793.3620360228582
169,783.6451844573496
170,794.4680429636776
171,768.026226409165
172,799.0793642400013
173,796.6622599579258
174,847.3535640196533
175,862.2625805400667
176,831.160627336425
177,878.3900294424258
178,850.2971422949635
179,869.8345708370928
180,828.1204299379632
181,860.1845451317254
182,833.7851472951482
183,855.3815397080484
184,867.4473820802407
185,870.6101783219984
186,858.172116537536
187,763.2332097229985
188,787.393755717881
189,737.0290586136127
190,758.3384540739702
191,765.3733997609062
192,783.4301854235292
193,840.6942540515145
194,829.0704730839798
195,869.0073459431017
