,PeakTime,BottomTime,PeakStartTime,PeakValue,PeakStartValue,Amplitude,RiseTime,HalfRecoveryTime
2,30.5,29.75,29.75,0.7423262263817058,0.7316804645950314,0.010645761786674313,0.75,1.0
3,58.75,58.25,57.25,0.7379626955909152,0.7268302032731672,0.011132492317748044,1.5,0.5
4,105.0,104.5,104.5,0.7246203230156395,0.7122625149262729,0.012357808089366595,0.5,0.5
5,110.5,110.0,110.0,0.7214888696414141,0.7113306350182692,0.010158234623144913,0.5,0.5
6,124.25,123.75,123.75,0.7205648854738289,0.7089608011823643,0.011604084291464645,0.5,0.25
7,127.5,126.75,126.75,0.7182166730726377,0.7079423475246649,0.010274325547972807,0.75,1.25
8,128.25,127.75,126.75,0.7241357743484337,0.7079423475246649,0.016193426823768786,1.5,0.5
9,129.5,129.0,129.0,0.7157754252589785,0.7038400868433433,0.01193533841563521,0.5,1.5
10,155.5,155.0,155.0,0.7222688855859817,0.7073911283453628,0.014877757240618905,0.5,0.5
11,185.75,185.0,185.0,0.7158466150174723,0.7057123882308378,0.010134226786634448,0.75,0.5
12,191.75,191.25,191.25,0.7161860355873606,0.706042523835559,0.010143511751801615,0.5,0.5
