,PeakTime,BottomTime,PeakStartTime,PeakValue,PeakStartValue,Amplitude,RiseTime,HalfRecoveryTime
0,110.75,110.0,110.0,0.6448671198248505,0.6318070210855218,0.013060098739328674,0.75,0.5
1,150.75,150.25,150.25,0.628216272921589,0.6179605659941011,0.010255706927487895,0.5,2.0
2,152.0,151.25,151.25,0.6368125020461076,0.6252036738691775,0.011608828176930097,0.75,0.25
3,209.75,209.0,209.0,0.6221758410031754,0.6118270033628436,0.010348837640331787,0.75,1.0
4,214.0,213.5,213.5,0.6232922438079086,0.6126146669754454,0.010677576832463176,0.5,0.5
5,288.25,287.5,287.5,0.6196437135599422,0.6086263313804418,0.011017382179500435,0.75,1.25
6,329.25,328.75,328.75,0.6192218729292467,0.6079837108683234,0.011238162060923318,0.5,0.5
7,356.75,356.25,356.25,0.6254596105616347,0.6149542209400001,0.010505389621634609,0.5,0.5
8,370.5,370.0,370.0,0.6241733986323631,0.6123811930338137,0.011792205598549432,0.5,0.5
9,391.75,391.25,391.25,0.6282137768065835,0.6178826864061755,0.010331090400408027,0.5,0.5
10,410.0,409.5,408.5,0.628064012762924,0.6169298998280401,0.011134112934883866,1.5,0.5
11,414.5,414.0,414.0,0.6289769970856462,0.618596555205124,0.010380441880522229,0.5,0.25
12,416.5,416.0,415.0,0.6242177586485237,0.6138612415675021,0.010356517081021588,1.5,3.0
