,Unnamed: 0,PeakTime,BottomTime,PeakStartTime,PeakValue,PeakStartValue,Amplitude,RiseTime,HalfRecoveryTime
0,1,186.25,185.5,185.5,0.153260799100183,0.14074681047960555,0.012513988620577454,0.75,2.25
1,2,193.5,192.0,192.0,0.1670289399331063,0.1486831564571243,0.018345783475982008,1.5,7.0
2,3,206.75,205.75,205.75,0.16915544760469695,0.15826657149473958,0.010888876109957396,1.0,0.5
