answer,choicedCardRule,sortingRule,RT 
2,-1,0,2019.1383 
0,0,0,1039.9168 
1,2,0,1349.3409 
0,0,0,957.2634 
0,0,0,1020.8886 
0,0,0,652.993 
0,0,0,1117.3544 
0,0,0,860.8228 
0,0,0,1101.1741 
2,-1,2,1195.2498 
2,-1,2,1243.8683 
1,0,2,694.1272 
0,2,2,1125.1622 
0,2,2,804.772 
0,2,2,909.1394 
0,2,2,501.2983 
0,2,2,620.4488 
0,2,2,973.1823 
1,2,0,900.9552 
2,-1,0,994.2734 
2,-1,0,1004.1713 
1,2,0,867.3357 
0,0,0,1060.7829 
2,-1,0,1211.2508 
0,0,0,891.7686 
2,-1,0,1258.9122 
0,0,0,824.6903 
0,0,0,612.8421 
0,0,0,748.7265 
0,0,0,773.4417 
1,0,2,653.4061 
2,-1,2,923.7056 
2,-1,2,942.6451 
0,2,2,198.6436 
2,-1,2,879.5019 
2,-1,2,907.7818 
2,-1,2,964.4823 
2,-1,2,986.9781 
2,-1,2,986.8686 
2,-1,2,1198.5595 
0,2,2,711.3969 
0,2,2,917.0464 
0,2,2,733.2737 
0,2,2,605.3612 
0,2,2,565.1133 
2,-1,1,894.1487 
1,0,1,853.2567 
2,-1,1,922.5042 
0,1,1,928.2474 
2,-1,1,1043.1151 
0,1,1,1167.8833 
2,-1,1,1239.5746 
0,1,1,962.5646 
0,1,1,868.9889 
0,1,1,1116.8566 
0,1,1,893.2632 
2,-1,2,1301.2531 
1,1,2,1005.7337 
2,-1,2,1310.2274 
0,2,2,925.2361 
0,2,2,1205.0608 
0,2,2,957.2857 
1,1,2,1156.5802 
0,2,2,532.8991 
0,2,2,540.698 
0,2,2,869.419 
2,-1,2,1024.3887 
0,2,2,1026.508 
0,2,2,660.8819 
0,2,2,725.1229 
1,2,0,1005.0971 
2,-1,0,1111.9859 
2,-1,0,1146.2901 
2,-1,0,1165.0122 
2,-1,0,1299.5731 
1,1,0,1042.5566 
0,0,0,1276.8997 
0,0,0,813.4866 
2,-1,0,1401.4231 
0,0,0,1096.6338 
0,0,0,861.2288 
2,-1,0,1367.8635 
0,0,0,1170.9145 
0,0,0,837.0404 
1,0,2,1021.2297 
2,-1,2,1315.4368 
2,-1,2,1441.0401 
1,1,2,1320.168 
1,0,2,1372.8997 
1,1,2,1253.2084 
0,2,2,821.077 
0,2,2,676.9191 
0,2,2,612.9727 
0,2,2,997.0262 
0,2,2,901.3527 
2,-1,2,1016.5315 
