answer,choicedCardRule,sortingRule,RT 
1,2,0,1827.151 
0,0,0,820.2916 
0,0,0,709.0254 
0,0,0,717.1587 
0,0,0,860.8586 
0,0,0,749.0697 
0,0,0,709.264 
1,0,1,797.0485 
1,2,1,724.8256 
2,-1,1,973.2889 
2,-1,1,988.5418 
2,-1,1,1051.0594 
0,1,1,1015.6358 
0,1,1,917.1668 
0,1,1,764.7992 
2,-1,1,1202.1295 
0,1,1,896.4412 
0,1,1,1092.8761 
2,-1,1,1230.762 
0,1,1,900.1224 
1,1,0,709.2187 
0,0,0,1045.0116 
0,0,0,733.2003 
0,0,0,725.062 
0,0,0,780.8196 
2,-1,0,1006.4598 
2,-1,0,1085.4574 
1,2,0,909.3688 
1,2,0,884.5574 
1,2,0,1140.8989 
0,0,0,669.0651 
0,0,0,1108.6686 
0,0,0,677.5452 
0,0,0,877.0764 
0,0,0,692.9701 
0,0,0,644.4354 
2,-1,1,1008.1846 
1,2,1,921.9639 
1,0,1,660.8208 
2,-1,1,998.1917 
0,1,1,837.2792 
0,1,1,748.7673 
1,0,1,796.9243 
2,-1,1,1017.0442 
2,-1,1,1112.1263 
2,-1,1,1143.0738 
1,0,1,557.9341 
2,-1,1,1161.3231 
1,2,1,607.3603 
1,0,1,884.6887 
1,2,1,940.9962 
2,-1,1,1042.4458 
0,1,1,688.6436 
0,1,1,1012.5779 
0,1,1,869.2319 
0,1,1,813.0161 
2,-1,1,1107.6016 
1,0,1,983.6506 
1,2,1,980.8925 
1,2,1,1142.1506 
2,-1,1,1267.7094 
1,0,1,742.4138 
1,2,1,908.9479 
1,0,1,757.3334 
1,2,1,924.9955 
1,2,1,1045.9494 
1,2,1,925.1586 
1,2,1,877.3919 
1,0,1,1028.7003 
1,2,1,676.792 
2,-1,1,1140.0895 
1,2,1,904.3449 
1,0,1,693.0686 
2,-1,1,1121.2983 
2,-1,1,1135.2876 
2,-1,1,1252.7148 
0,1,1,986.2271 
0,1,1,805.5873 
0,1,1,924.2906 
0,1,1,748.9768 
2,-1,1,1189.3626 
0,1,1,893.9869 
0,1,1,1108.8001 
1,1,0,1116.8684 
2,-1,0,1277.8988 
1,1,0,885.0631 
1,2,0,860.7824 
0,0,0,1117.3036 
2,-1,0,1318.3972 
0,0,0,1197.501 
0,0,0,772.2106 
0,0,0,924.7907 
0,0,0,980.8924 
0,0,0,717.0838 
1,0,1,725.0928 
1,2,1,1029.2503 
