answer,choicedCardRule,sortingRule,RT 
1,2,0,1675.581 
0,0,0,1213.2518 
0,0,0,1085.5718 
0,0,0,941.4515 
0,0,0,765.6159 
0,0,0,637.8301 
0,0,0,693.4577 
1,0,2,877.634 
2,-1,2,1018.8073 
2,-1,2,1050.4341 
2,-1,2,1112.4192 
0,2,2,1006.0224 
2,-1,2,1330.3513 
1,1,2,911.6637 
1,0,2,1069.4127 
0,2,2,837.7334 
0,2,2,1077.5559 
2,-1,2,1360.3536 
0,2,2,956.6347 
0,2,2,1020.9509 
0,2,2,893.3411 
0,2,2,813.18 
1,2,0,990.1027 
2,-1,0,1220.0364 
0,0,0,1158.7613 
2,-1,0,1322.1025 
0,0,0,723.6684 
0,0,0,885.4479 
0,0,0,829.9269 
0,0,0,893.6798 
0,0,0,773.0043 
2,-1,2,1080.7205 
1,0,2,794.4284 
1,0,2,893.8706 
2,-1,2,1158.42 
2,-1,2,1223.8077 
0,2,2,1218.6561 
0,2,2,1109.6559 
1,1,2,861.3374 
0,2,2,877.4265 
0,2,2,741.1043 
0,2,2,781.2947 
0,2,2,805.6432 
0,2,2,709.6411 
0,2,2,756.9476 
1,2,1,908.0731 
2,-1,1,1031.5337 
1,0,1,1061.2728 
1,2,1,1061.5769 
2,-1,1,1258.6807 
1,0,1,649.7661 
2,-1,1,1325.1438 
0,1,1,1159.5535 
2,-1,1,1428.2255 
0,1,1,809.3255 
0,1,1,797.6637 
0,1,1,933.5842 
0,1,1,837.9249 
2,-1,1,1253.454 
2,-1,1,1211.1953 
1,2,1,1005.9751 
0,1,1,1285.6099 
2,-1,1,1454.0193 
1,0,1,1080.0567 
1,2,1,1101.4301 
2,-1,1,1549.4414 
1,0,1,1063.4818 
1,2,1,1557.4744 
0,1,1,1429.6321 
0,1,1,1317.6133 
0,1,1,1237.729 
0,1,1,725.0799 
0,1,1,1141.2237 
0,1,1,1189.6498 
1,1,0,1084.4541 
2,-1,0,1410.9815 
0,0,0,1081.843 
0,0,0,933.9824 
0,0,0,669.5086 
0,0,0,1045.467 
0,0,0,677.4715 
2,-1,0,1160.6054 
0,0,0,756.0483 
1,0,2,749.4999 
1,0,2,861.4998 
1,1,2,917.2534 
0,2,2,1133.7472 
0,2,2,756.5844 
0,2,2,797.4804 
2,-1,2,1174.5243 
1,1,2,1230.5384 
1,1,2,973.4839 
1,1,2,860.8415 
0,2,2,773.5808 
0,2,2,1277.2584 
0,2,2,829.3936 
