í êMópâºID,1
RRI :1000Hz
â¡ë¨ìx :Peak
Start,2021/01/17
activity,v002
time,RRI,temperature,Acc X,Acc Y,Acc Z,HF,LF/HF,LF ratio,activity,HR
16:00:18,757,22.2,-0.09,-1.04,0.13,-,-,-,0.05,79
16:00:19,755,22.2,-0.09,-1.04,0.13,-,-,-,0.05,79
16:00:20,750,22.2,-0.09,-1.04,0.13,-,-,-,0.05,80
16:00:23,840,22.3,-0.09,-1.07,0.19,-,-,-,0.09,71
16:00:24,814,22.3,-0.13,-1.01,0.41,-,-,-,0.10,74
16:00:25,749,22.3,-0.13,-0.94,0.54,-,-,-,0.09,80
16:00:25,771,22.3,-0.16,-0.98,0.47,-,-,-,0.10,78
16:00:26,763,22.4,-0.16,-0.94,0.44,-,-,-,0.05,79
16:00:27,777,22.4,-0.16,-0.91,0.50,-,-,-,0.06,77
16:00:28,768,22.4,-0.19,-0.94,0.50,-,-,-,0.09,78
16:00:28,763,22.4,-0.13,-0.94,0.50,-,-,-,0.08,79
16:00:29,735,22.4,-0.13,-0.94,0.50,-,-,-,0.08,82
16:00:30,718,22.5,-0.13,-0.91,0.50,-,-,-,0.05,84
16:00:30,722,22.5,-0.16,-0.94,0.47,-,-,-,0.07,83
16:00:31,696,22.5,-0.13,-0.94,0.47,-,-,-,0.06,86
16:00:32,662,22.5,-0.13,-0.94,0.47,-,-,-,0.06,91
16:00:32,692,22.5,-0.13,-0.98,0.44,-,-,-,0.08,87
16:00:33,695,22.5,-0.13,-1.04,0.47,-,-,-,0.15,86
16:00:34,708,22.6,-0.13,-1.04,0.38,-,-,-,0.11,85
16:00:35,735,22.6,-0.13,-1.07,0.35,-,-,-,0.13,82
16:00:35,761,22.6,-0.25,-1.10,0.25,-,-,-,0.16,79
16:00:36,788,22.6,-0.28,-1.20,0.41,-,-,-,0.30,76
16:00:37,773,22.6,-0.25,-1.07,0.25,-,-,-,0.13,78
16:00:38,784,22.6,-0.19,-1.07,0.19,-,-,-,0.10,77
16:00:39,807,22.6,-0.09,-1.07,0.22,-,-,-,0.10,74
16:00:40,798,22.6,-0.09,-1.07,0.16,-,-,-,0.09,75
16:00:40,804,22.6,-0.09,-1.04,0.16,-,-,-,0.06,75
16:00:41,799,22.6,-0.06,-1.04,0.16,-,-,-,0.05,75
16:00:42,807,22.8,-0.13,-1.07,0.22,-,-,-,0.10,74
