,LPS,CSI,HR,SDNN,pNN50,RMSSD,CVRR,HF,LF,LF/HF
reading,4111.056134385268,3.1445858480718565,65.59310864293849,50.724824815490656,0.3050687285223361,48.655183763210104,0.055482436910142256,380.1090974176809,720.4192258683619,1.8952959315170848
u-kt,4037.1778202235937,3.6110650345905055,78.05554055704818,46.38965297898889,0.09793814432989714,39.242524395065,0.07534000748767126,248.81132847879968,306.56880230826744,1.2321336178002404
