,a1,a1,a2,a2
,b1,b2,b1,b2
E,-0.678226457,2.625969743,2.188342979,0.702668582
F,0.779612608,0.137566902,0.584318673,0.829530269
G,0.947787112,1.383945348,0.038073524,0.467828274
H,1.114913975,1.522376322,-0.156875174,0.803494653
I,1.183868143,0.684861029,0.196163549,1.000968914
J,-26.22961148,-23.62733178,-35.56008808,-15.23095251
