,a1,a1,a2,a2
,b1,b2,b1,b2
E,0.043614849,0.30526618,0.479754002,0.391167358
F,0.184938707,0.226454256,0.721368831,-0.337407455
G,0.239147147,0.559816452,-0.220179101,0.037675624
H,0.530934138,0.181407872,0.121596403,0.610813333
I,0.024844296,-0.142823996,-0.737238789,0.950013605
