,a1,a1,a2,a2
,b1,b2,b1,b2
E,-1.136656906,0.611262867,0.708606607,0.462586568
F,0.196453152,-0.028718213,0.974621388,-0.679753376
G,0.21817404,0.565120294,0.089399997,0.217221313
H,0.448858168,-0.009450769,0.381940131,0.474068674
I,-0.027389152,-0.016797128,-0.283820159,0.773222251
