,a1,a1,a2,a2
,b1,b2,b1,b2
E,0.829682792,0.745161538,1.126213006,0.3242599
F,0.273039508,-0.297342746,0.936422436,-0.634433584
G,0.315618682,-0.058333974,0.515012985,0.258668712
H,0.23102966,-0.274884473,0.439882896,0.713284441
I,0.08491042,0.496376669,0.130624156,0.854170398
