t,RRI
0,955.0
1,935.3510239693121
2,934.920297139703
3,949.3894743130236
4,944.8847563877345
5,921.03003288105
6,939.2225604689996
7,948.5204321574898
8,925.6055982925927
9,915.2138063432807
10,941.589030677777
11,952.9595240551213
12,894.7677034128204
13,905.435728392641
14,887.8324821465321
15,856.0430343762303
16,854.7655566539884
17,908.5714727623869
18,918.5826207367126
19,901.9990983542057
20,939.4794234845518
21,953.0483878875523
22,932.867344194865
23,901.9286856592763
24,924.7091155146384
25,940.5069833505876
26,918.9773547092199
27,902.9369516671816
28,936.5999657829465
29,943.6368178146881
30,909.1988779096177
31,901.4780838453248
32,910.5024825651155
33,920.7529985486941
34,884.9464425880387
35,902.741276024951
36,919.0298611989273
37,907.5772293638161
38,884.7062229501416
39,902.5708150384036
40,926.0349658494644
41,912.5127015130711
42,929.4359473932662
43,938.815077019472
44,930.8835875836048
45,919.0873365923619
46,939.7987978184523
47,939.650763469473
48,908.1856369246727
49,911.4042592994431
50,920.5349426347503
51,899.0727301743673
52,886.5355202173222
53,901.3711095138453
54,883.0870296793331
55,848.0070929553364
56,814.3767088844932
57,809.1920175175139
58,873.1655753411264
59,856.5861378242207
60,895.4358449393127
61,919.5413843411553
62,919.5870003771224
63,933.1083926326055
64,968.0099326048655
65,955.5441799263405
66,924.880437888706
67,935.0237853970584
68,952.0961947516403
69,930.7534741885643
70,948.1856439359128
71,942.035570211177
72,926.5815060140364
73,873.0492871096043
74,858.8979564971555
75,866.5667289212159
76,786.5571553463004
97,812.2078298021703
98,884.0791178584316
99,926.8323476063678
100,944.2005845426464
101,926.8155769875916
102,826.2008546371462
103,861.1354005638284
104,896.9915731703964
105,857.9777251941891
106,860.8521730559785
107,879.6427374039304
108,911.2480950654599
109,934.0159731287979
110,922.0688844725604
111,914.6746170726861
112,932.0220568576373
113,913.1683518885665
114,906.8812333025688
115,932.806686503497
116,947.0834670755764
117,918.5690558234971
118,948.5522609964303
119,956.057887217909
120,930.0756201814598
121,928.8500573868282
122,940.7309258404491
123,908.4391094713158
124,908.5209713779872
125,929.376849777847
126,906.5969979104631
127,918.8580447198324
128,942.8055273898324
129,926.232084479528
130,888.7180454780744
131,936.6879544928008
132,916.6099780440032
133,876.8823288007738
134,908.4853009510805
135,874.954075309721
136,883.3839962107107
137,922.3035050342976
138,907.5451850468784
139,889.1623134833712
140,937.3774679217364
141,927.6808074255133
142,911.7479043830036
143,954.6565010960028
144,918.9798275423449
145,907.4926912713457
146,915.7178476353685
147,855.925284800508
148,896.4694666908148
149,925.2493383190108
150,892.581057821275
151,950.2310403784974
152,933.8102061550379
153,906.9677506231249
154,952.8671240258329
155,902.9588746694725
156,915.8291260835886
157,936.2423320807491
158,880.9860593943176
159,926.8638341020296
160,932.8894756570191
161,893.7665670094607
162,933.617849748437
163,894.8838850825357
164,878.3225067838746
165,899.7444001297433
166,861.8835012493007
167,870.1174144478621
168,885.9477241412062
169,844.0502179960893
170,861.4641269707042
171,853.202957427928
172,835.9678104361784
173,876.0820053936495
174,870.8659046616231
175,861.977324595508
176,903.2562139209062
177,886.8791385718077
178,888.3281948668335
179,921.7633714862043
180,882.7341129490645
181,899.3768699286711
182,903.963308322163
183,870.7773476876462
184,903.8016472266869
185,894.0996093256805
186,901.4770560366376
187,921.0400103828201
188,890.8160091046467
189,907.3672348533088
190,919.4119002650668
191,867.9091728120974
192,913.2100339443248
193,896.6863629335985
194,883.8997889606837
195,930.1937667966992
196,900.0241272655062
197,886.3108914357458
198,894.4983228970626
199,851.3868199461244
200,868.4560728972356
201,859.0560784171017
202,823.930793034063
203,818.1800514944406
205,760.1243940355107
206,802.5176207358846
207,858.9543984045687
208,889.299496146391
209,861.4367148048046
210,875.7490631085159
211,902.8950269560644
212,890.2144947138223
213,829.1586069309752
214,868.8203780825947
215,892.8428294699968
216,889.7466614488511
217,871.0232518422524
218,915.7004075756333
219,893.8769235055701
220,884.338657461471
221,906.9268949857196
222,911.0236836936728
223,859.0171809123434
224,894.6972320765553
225,927.7916351342091
226,931.2959003509882
227,892.5877573536402
228,930.7062901130147
229,912.5413050079178
230,859.7777571588247
231,881.4624149158707
232,903.8430663505713
233,868.5559797104798
234,886.657996511808
235,886.9517603781339
236,857.104653959391
237,851.5359931554599
238,885.8456936243504
239,866.0322880974607
240,867.0404669942963
241,884.8600030378749
242,879.4420327463995
243,871.3747600121139
244,895.3542597304425
245,848.6593794847591
246,862.1641819269
247,860.6275383432522
248,843.9357974106009
249,833.5659231142334
250,874.9046178239197
251,857.1633098265023
252,866.1787358137201
253,881.7685065077956
254,859.4635737927604
255,879.8274565315679
256,904.5947856765617
257,875.5266569023627
258,893.1265722567076
259,902.9415539021672
260,870.5195445786156
261,864.7999150772516
262,868.8593881174586
263,834.9481917693425
264,821.6781238016854
265,857.07829793963
266,881.0372067137125
267,854.2083130903458
268,906.2316598466133
269,881.1021910640955
270,886.093352275803
271,899.7805970939946
272,812.5666623906466
273,783.9905190230672
274,775.1070957302871
275,764.1962647233962
276,895.4220118269816
277,868.3529311091983
278,875.5481197334242
279,933.0797440473189
280,921.9151726082495
281,909.5815196366715
282,940.5034885705708
283,872.3552123999383
284,870.2145138041756
285,889.628202103913
286,859.0270345102155
287,849.1402712108246
288,858.3921504864081
289,862.6726766096658
290,841.6317730518483
291,870.7747949399975
292,888.08415460794
293,864.4274585849263
294,908.0509475452819
295,909.156741556329
296,872.0575615130529
297,861.3309531960033
298,875.9357094439587
299,891.9168499291924
300,849.4142243636879
301,883.8508094344855
302,896.8435976995622
303,877.4555324026078
304,878.0807047170825
