,t,pNN50,RMSSD,CVRR,SDNN,HR,LPS,CSI,CVI,SCL,EDA,correct,error,PE,NPE,PEm,NPEm,DMS
33,63,0.13333333333333333,38.101401324540674,0.08025483815152386,60.67322000676139,92.28519895561608,4508.094671038897,4.5220966382800825,3.1568431550610514,0.7494990388718359,0.7588643804801465,0.6691826045125054,0.33081739548749456,0.1327533745025997,0.6691826045125054,0.6691826045125054,0.6691826045125054,0.6691826045125054
34,64,0.13333333333333333,38.058407048059905,0.08618741582533035,62.932548323737024,96.31434141637189,4747.091281404199,4.739123067230482,3.17927771011523,0.7501666629053709,0.7612726900563611,0.6652248050822949,0.3347751949177051,0.13364404396715412,0.6652248050822949,0.6652248050822949,0.6652248050822949,0.6652248050822949
35,65,0.13333333333333333,38.25186708664086,0.09082279634630734,66.12771612896341,95.22753218380647,4959.026881264867,4.982660426832927,3.1982465897718817,0.7508324200183139,0.7587409810084911,0.6674015758522203,0.33259842414777974,0.13311656070809244,0.6674015758522203,0.6674015758522203,0.6674015758522203,0.6674015758522203
36,66,0.13333333333333333,38.23864629948512,0.09723760578069242,68.71344834877175,92.38225618147963,5212.198796652489,5.215513165310399,3.219871098936343,0.7514561563572969,0.7588253334055511,0.6635836819009356,0.3364163180990644,0.13415589204935677,0.6635836819009356,0.6635836819009356,0.6635836819009356,0.6635836819009356
37,67,0.13333333333333333,38.310249628771054,0.10277671136728223,70.06092980468192,94.34756264500322,5340.015195584467,5.3752477170141875,3.2303926201675863,0.7521581740549562,0.7614176439085509,0.651889803185372,0.3481101968146281,0.13790009179519633,0.651889803185372,0.651889803185372,0.651889803185372,0.651889803185372
38,68,0.13333333333333333,38.18286893277838,0.1067392477746338,71.41754166712336,94.4208616549162,5480.3836951306785,5.462802739405451,3.241661092878653,0.7528321742133907,0.7566240457110825,0.6424550291242687,0.35754497087573134,0.14330700414416245,0.6424550291242687,0.6424550291242687,0.6424550291242687,0.6424550291242687
39,69,0.13333333333333333,37.396297325097855,0.11134666867593092,72.90982155537412,95.31895345112754,5661.001005700577,5.475297757763576,3.255743359344703,0.7533902024670052,0.7567884655503071,0.6450181125046914,0.3549818874953084,0.14635269655912236,0.6450181125046914,0.6450181125046914,0.6450181125046914,0.6450181125046914
40,70,0.13333333333333333,36.77325267877026,0.11577118102403296,73.30359479283943,92.14766574355936,5784.360229160041,5.50258852413123,3.2651054587335735,0.7540002538063268,0.7544961311884778,0.6659088297411664,0.3340911702588334,0.13393258812427106,0.6659088297411664,0.6659088297411664,0.6659088297411664,0.6659088297411664
41,71,0.13333333333333333,36.2965110568769,0.12048573329247385,73.70904526156113,83.20267651213608,5786.708303795885,5.545323691269826,3.265281718319028,0.754493808082195,0.7555382830359837,0.7044682531494837,0.2955317468505163,0.09888767364221146,0.7044682531494837,0.7044682531494837,0.7044682531494837,0.7044682531494837
42,72,0.16666666666666666,38.54068164267674,0.12366644485157774,72.06413215911411,77.27744452177335,5843.032801405727,5.212952290320163,3.269488451649596,0.7549194319457767,0.7554392927132341,0.7329368350401727,0.26706316495982724,0.067301505403201,0.7329368350401727,0.7329368350401727,0.7329368350401727,0.7329368350401727
