í êMópâºID,1
RRI :1000Hz
â¡ë¨ìx :Peak
Start,2020/12/11
activity,v002
time,RRI,temperature,Acc X,Acc Y,Acc Z,HF,LF/HF,LF ratio,activity,HR
15:16:58,777,27.2,0.03,-0.94,0.41,4287.672,14.033,93.348,0.03,77
15:16:59,750,27.2,0.03,-0.94,0.44,3002.527,9.774,90.718,0.04,80
15:16:59,709,27.2,0.06,-0.91,0.47,2182.711,4.747,82.599,0.03,85
15:17:00,726,27.2,0.06,-0.94,0.47,3059.875,17.670,94.644,0.06,83
15:17:01,756,27.2,0.03,-0.94,0.44,2929.279,8.975,89.975,0.04,79
15:17:02,746,27.2,0.06,-0.94,0.44,2143.556,4.333,81.248,0.04,80
15:17:02,748,27.2,0.06,-0.98,0.44,2331.087,10.466,91.278,0.07,80
15:17:03,718,27.2,0.06,-0.94,0.47,2094.200,4.096,80.377,0.06,84
15:17:04,668,27.2,0.06,-0.91,0.50,1663.995,1.026,50.647,0.05,90
15:17:04,671,27.2,0.09,-0.91,0.54,1983.722,4.061,80.241,0.06,89
15:17:05,679,27.2,0.06,-0.88,0.50,1567.481,1.089,52.130,0.02,88
15:17:06,687,27.2,0.06,-0.91,0.50,1288.762,0.218,17.912,0.05,87
15:17:06,631,27.2,0.06,-0.91,0.54,1743.120,4.157,80.607,0.06,95
15:17:07,626,27.2,0.06,-0.88,0.54,1475.269,1.057,51.389,0.03,96
15:17:07,640,27.2,0.06,-0.91,0.50,1231.727,0.261,20.714,0.05,94
15:17:08,667,27.2,0.06,-0.91,0.50,1410.867,1.045,51.095,0.05,90
15:17:09,724,27.2,0.06,-0.91,0.50,1202.862,0.262,20.778,0.05,83
15:17:10,685,27.2,0.06,-0.88,0.50,1025.728,0.179,15.183,0.02,88
15:17:10,660,27.2,0.06,-0.94,0.54,1130.903,0.273,21.454,0.09,91
15:17:11,682,27.2,0.06,-1.01,0.44,978.427,0.209,17.292,0.10,88
15:17:12,737,27.2,0.09,-1.07,0.19,910.148,0.199,16.619,0.09,81
15:17:13,749,27.2,0.09,-1.07,-0.25,1054.073,0.290,22.483,0.10,80
15:17:13,697,27.2,0.06,-1.07,-0.19,925.802,0.210,17.328,0.09,86
15:17:14,649,27.2,-0.03,-1.04,-0.22,862.804,0.201,16.754,0.06,92
15:17:14,609,27.2,0.03,-1.04,-0.19,872.642,0.219,17.972,0.06,99
15:17:15,598,27.2,-0.03,-1.04,-0.16,825.454,0.209,17.277,0.05,100
15:17:15,603,27.2,-0.03,-1.07,-0.16,784.412,0.213,17.539,0.08,100
15:17:16,611,27.2,0.03,-1.04,-0.16,788.615,0.220,18.004,0.05,98
15:17:17,634,27.2,0.03,-1.07,-0.19,751.087,0.227,18.469,0.09,95
15:17:17,643,27.2,0.03,-1.04,-0.16,718.443,0.236,19.068,0.05,93
15:17:18,631,27.2,0.03,-1.07,-0.13,704.110,0.247,19.838,0.08,95
15:17:19,642,27.2,0.06,-1.04,-0.13,675.532,0.263,20.853,0.05,93
15:17:19,663,27.2,0.03,-1.04,-0.13,650.055,0.283,22.057,0.05,90
15:17:22,940,27.2,0.06,-1.04,-0.16,626.701,0.307,23.468,0.05,64
15:17:23,1613,27.2,0.06,-1.04,-0.16,601.124,0.348,25.823,0.05,37
15:17:24,724,27.2,0.03,-1.04,-0.13,585.435,0.430,30.069,0.05,83
15:17:24,770,27.2,0.03,-1.04,-0.13,547.860,0.500,33.327,0.05,78
15:17:25,769,27.2,0.03,-1.04,-0.16,546.435,0.561,35.940,0.05,78
15:17:25,779,27.2,0.03,-1.04,-0.16,556.399,0.640,39.012,0.05,77
15:17:26,730,27.2,0.03,-1.04,-0.16,581.556,0.734,42.337,0.05,82
15:17:27,712,27.2,0.06,-1.04,-0.09,622.845,0.827,45.272,0.05,84
15:17:27,761,27.2,0.03,-1.04,-0.13,690.275,0.925,48.053,0.05,79
15:17:28,755,27.2,0.03,-1.04,-0.16,797.748,1.034,50.836,0.05,79
15:17:29,752,27.2,0.03,-1.04,-0.16,947.382,1.119,52.799,0.05,80
15:17:30,694,27.2,0.03,-1.04,-0.09,1125.271,1.180,54.128,0.04,86
15:17:30,746,27.2,0.03,-1.04,-0.13,1332.726,1.224,55.045,0.05,80
15:17:31,753,27.2,0.03,-1.04,-0.19,1599.048,1.255,55.661,0.06,80
15:17:32,765,27.2,0.03,-1.04,-0.19,1929.912,1.278,56.097,0.06,78
15:17:33,715,27.2,0.03,-1.04,-0.09,2340.527,1.293,56.388,0.04,84
15:17:33,714,27.2,0.06,-1.07,-0.13,2795.412,1.308,56.673,0.08,84
15:17:34,749,27.2,0.06,-1.04,-0.16,3305.541,1.314,56.786,0.05,80
15:17:35,755,27.2,0.06,-1.04,-0.19,3865.974,1.316,56.831,0.06,79
15:17:35,689,27.2,0.06,-1.04,-0.13,4527.303,1.316,56.827,0.05,87
