1607058592.000000, 1607058592.000000, 1607058592.000000
32.000000, 32.000000, 32.000000
-18,4,61
-18,4,61
-18,4,61
-18,4,61
-19,4,60
-19,3,60
-23,4,61
-24,3,58
-19,3,61
-15,5,63
-17,4,62
-23,3,60
-19,3,60
-17,4,62
-19,4,61
-22,4,60
-20,3,60
-18,4,61
-19,4,60
-20,3,60
-19,3,60
-18,4,61
-20,4,60
-20,4,60
-18,4,61
-19,4,61
-20,4,60
-19,4,60
-18,4,61
-19,4,61
-20,4,60
-19,4,60
-19,4,60
-19,4,61
-19,4,60
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,60
-19,4,60
-19,4,61
-19,4,60
-19,4,60
-19,4,61
-19,4,60
-19,4,60
-19,4,60
-19,4,60
-19,4,61
-19,4,60
-19,4,60
-19,4,61
-17,5,61
-22,3,60
-23,4,59
-17,4,62
-15,5,62
-19,4,61
-23,3,59
-22,3,59
-15,4,62
-19,4,61
-21,4,59
-19,3,60
-17,4,61
-18,5,61
-21,4,60
-20,4,60
-19,4,60
-19,4,60
-20,4,60
-19,3,61
-19,4,61
-19,4,60
-19,4,61
-18,4,61
-19,4,60
-20,4,60
-20,4,60
-19,3,61
-18,4,61
-20,4,60
-20,4,60
-19,4,60
-18,5,61
-18,5,61
-19,4,60
-20,3,60
-20,3,61
-20,4,60
-19,4,61
-19,4,61
-19,4,60
-19,4,61
-19,4,61
-19,4,60
-19,4,60
-19,4,60
-19,4,60
-19,4,60
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-20,4,60
-19,4,60
-19,4,61
-19,4,60
-20,4,61
-20,4,61
-19,4,61
-20,4,60
-21,4,60
-22,4,59
-22,4,59
-21,6,60
-22,5,62
-17,7,65
-8,6,65
-6,4,64
0,2,63
4,0,60
6,0,61
9,0,62
15,2,60
16,2,59
22,2,58
24,3,59
26,1,59
25,1,58
26,2,58
30,3,58
26,4,54
29,5,56
29,4,56
27,4,57
23,2,59
19,1,60
19,2,62
18,2,60
21,1,60
21,0,61
19,1,60
20,2,60
20,3,60
19,2,60
20,2,60
19,3,60
19,3,61
18,3,61
17,2,60
18,3,60
17,3,60
17,3,61
18,3,60
18,3,60
18,3,60
18,3,60
18,3,60
18,3,60
18,3,61
18,3,61
18,2,61
18,3,60
18,4,61
18,3,61
17,3,60
18,3,61
18,3,60
18,4,60
18,3,60
18,3,61
18,4,61
18,4,61
17,4,61
17,4,61
17,3,60
18,4,61
17,4,60
17,4,61
17,4,61
17,4,61
17,4,60
17,4,61
17,4,60
17,4,60
19,2,60
17,1,58
17,5,61
14,7,62
13,4,62
13,4,62
13,4,61
12,5,62
12,4,62
12,4,62
12,4,62
14,4,62
15,4,62
15,4,61
12,4,61
11,4,62
7,4,62
5,4,64
5,4,63
2,3,62
2,3,63
5,2,63
7,3,63
7,3,63
8,3,63
7,3,63
6,3,63
7,3,63
7,3,63
6,4,63
6,4,63
6,3,63
7,3,63
7,3,63
6,3,63
7,3,62
7,3,63
6,3,63
6,3,63
7,3,63
7,3,63
7,3,63
6,3,63
6,3,63
6,3,63
7,3,63
7,3,63
7,3,63
7,3,63
6,3,63
6,3,63
6,3,63
6,3,63
7,4,63
7,3,63
6,3,63
6,3,63
6,4,63
6,3,63
6,3,63
6,3,63
6,3,63
6,3,63
6,3,63
6,3,63
6,3,63
7,3,63
6,4,63
6,3,63
7,3,63
7,3,63
7,3,63
10,3,64
8,2,63
3,4,63
-11,5,62
-13,5,63
-11,4,63
-8,3,63
-8,2,62
-6,4,63
-7,4,63
-7,4,63
-6,3,64
-7,3,63
-7,4,63
-8,4,63
-7,4,63
-7,3,63
-7,3,63
-8,4,63
-7,3,63
-8,3,63
-9,3,63
-9,4,63
-9,4,63
-9,4,63
-10,4,63
-10,4,63
-10,4,63
-9,4,63
-10,4,63
-9,4,63
-10,4,63
-10,3,63
-10,4,63
-10,4,62
-10,3,63
-10,4,63
-10,4,63
-10,4,63
-10,4,62
-10,4,63
-10,4,63
-10,4,62
-11,4,63
-10,4,63
-10,4,63
-10,4,63
-10,4,63
-10,4,63
-10,3,62
-10,4,63
-10,4,63
-10,4,62
-11,4,63
-10,4,63
-10,4,63
-10,3,62
-11,4,62
-11,4,62
-10,4,62
-11,3,63
-10,3,63
-11,3,63
-11,4,62
-9,5,63
-9,4,63
-11,3,63
-9,3,63
-9,4,63
-10,4,63
-10,4,63
-10,3,63
-10,4,63
-11,4,64
-11,3,62
-11,4,63
-11,4,63
-12,4,62
-12,3,62
-11,2,63
-12,3,62
-12,4,63
-12,4,62
-12,3,62
-11,3,62
-12,3,62
-12,3,62
-12,3,62
-12,3,62
-11,3,63
-12,4,62
-12,3,62
-12,3,62
-12,3,62
-12,3,62
-12,3,62
-12,3,62
-12,3,62
-12,3,62
-12,4,62
-12,4,63
-12,4,63
-12,3,62
-11,3,62
-11,3,63
-12,4,62
-12,4,63
-11,2,63
-12,3,62
-13,3,62
-13,3,62
-12,4,62
-12,3,62
-12,3,62
-12,3,62
-12,3,62
-12,3,63
-12,3,62
-12,3,62
-12,4,62
-12,3,62
-12,3,62
-12,3,63
-12,3,62
-12,3,62
-12,4,63
-12,3,62
-12,3,62
-12,3,63
-12,3,62
-13,3,62
-13,3,62
-12,3,63
-12,3,62
-12,3,62
-13,3,62
-12,3,62
-12,4,62
-12,3,63
-12,4,62
-13,3,62
-12,3,62
-12,3,62
-12,3,62
-12,3,62
-12,3,62
-12,4,62
-12,3,62
-12,3,62
-12,3,62
-12,3,63
-12,4,62
-12,3,62
-12,3,62
-12,3,62
-12,3,62
-12,3,62
-12,3,62
-12,4,62
-12,3,62
-12,3,62
-12,3,62
-12,3,62
-12,3,62
-12,3,62
-12,3,62
-12,3,62
-12,3,63
-12,3,62
-12,3,62
-12,4,62
-12,3,62
-13,3,62
-13,3,62
-13,3,62
-12,3,62
-12,3,62
-12,4,62
-12,3,62
-12,4,62
-12,3,62
-12,4,62
-12,3,62
-13,3,62
-12,3,62
-12,4,63
-13,3,62
-13,3,62
-12,4,63
-12,3,62
-12,3,63
-12,4,63
-12,3,62
-12,3,62
-12,4,62
-12,4,62
-12,3,62
-11,3,63
-12,3,63
-13,3,61
-14,3,61
-14,3,62
-13,3,62
-12,3,63
-13,3,62
-13,3,62
-13,3,62
-13,3,62
-12,3,63
-12,3,62
-13,3,62
-13,3,62
-13,3,62
-13,3,62
-12,3,62
-13,3,62
-13,3,62
-13,3,62
-12,3,63
-12,3,62
-13,3,62
-13,3,62
-13,3,62
-13,3,62
-13,3,62
-13,3,62
-13,3,62
-13,4,62
-12,3,62
-12,3,62
-13,3,62
-12,3,62
-12,3,62
-12,3,63
-12,3,62
-13,3,62
-12,3,62
-13,3,62
-13,3,62
-12,3,62
-13,3,62
-13,3,62
-13,3,63
-13,3,62
-13,3,62
-12,4,62
-12,4,62
-13,3,62
-13,3,62
-13,3,62
-12,4,63
-13,4,62
-13,4,63
-13,3,63
-12,3,63
-13,3,62
-13,4,62
-13,3,62
-13,4,62
-13,4,62
-13,4,62
-13,3,62
-13,3,62
-13,4,62
-13,4,62
-11,3,63
-12,4,63
-14,4,61
-16,3,61
-15,3,62
-12,3,63
-11,4,63
-15,3,61
-15,3,61
-13,6,62
-12,5,63
-13,5,63
-12,2,63
-14,1,62
-14,1,61
-14,3,62
-14,3,62
-13,3,62
-13,3,62
-14,3,62
-15,3,62
-15,3,62
-14,3,62
-14,3,62
-15,3,62
-15,3,62
-15,3,62
-15,3,62
-15,3,62
-15,3,62
-15,3,62
-15,3,62
-15,2,61
-15,3,62
-14,3,62
-14,3,62
-15,3,62
-15,3,62
-15,3,62
-16,3,62
-16,3,62
-16,3,61
-16,3,62
-15,3,62
-15,3,61
-15,3,62
-16,3,62
-16,3,62
-15,3,62
-15,3,61
-16,2,62
-16,3,61
-16,3,61
-16,3,62
