t,RRI
0,835.0
1,822.8492879178156
2,801.4903346419493
3,844.6485288330707
4,940.2205205960176
5,1001.9127730816587
6,1063.193631760737
7,984.0274411076521
8,965.9894498211381
9,1031.0752973133303
10,971.05408664682
11,934.4957653206297
12,946.964723744446
13,903.3556049562283
14,839.276093683435
15,812.0212061696526
16,767.4401431970687
17,743.5208814492943
18,750.8587344165176
19,807.6862235557702
20,813.5535631586799
21,890.6360808203955
22,945.117254587631
23,922.7457628717483
24,1009.4251467432031
25,1031.4457942545916
26,955.8764331834586
27,999.648558199427
28,1034.6675519044084
29,961.9438668874271
30,978.4790716601835
31,1034.860446578493
32,977.4581450301366
33,1036.016457418917
34,1079.8417219788032
35,1003.7734142669465
36,1053.1566516357805
37,1094.1576997032525
38,1026.2004691263617
39,1005.2838710124146
40,1021.717708775359
41,1007.5057805924163
42,985.5409747780526
43,1031.05356375332
44,1092.8909804227994
45,1025.685338436555
46,1034.557021496007
47,1115.4832746179684
48,1098.3624665905334
49,1034.2600878571363
50,1029.969567345801
51,1083.541826758364
52,1071.5631127360057
53,983.0781236070039
54,1012.7584289301732
55,992.7340816645224
56,947.3967221302024
57,1002.2967242954774
58,1003.7120827014853
59,1001.2491016672076
60,1089.038592815415
61,1117.8292469422172
62,1091.8484632207922
63,1007.1781403790415
64,1041.5924889732942
65,1077.5166811737556
66,1006.4619925436617
67,1055.4383351613762
68,1082.2795746941638
69,1024.5922356633068
70,982.3187535677762
71,1015.1214010776673
72,1095.058693402555
73,1012.7046062743121
74,1013.3251566870578
75,1118.617084763362
76,1119.2288702336164
77,1065.272317293267
78,1054.941654806614
79,1090.9653533868318
80,1075.5276173019256
81,1019.2933601706237
82,1086.2480926074206
83,1113.8193532369012
84,1053.3568497252813
85,1073.3432583236333
86,1107.4397843013155
87,1053.9230970673536
88,1053.3982574665695
89,1068.8580355229803
90,1041.993428486582
91,1077.090144503539
92,1099.79066481868
93,1054.3657789881925
94,1078.5176674594522
95,1087.1114612472174
96,1016.6475709522894
97,1033.9279613341646
98,1059.6605535577896
99,1048.162669948462
100,946.372642988652
101,934.597828954959
102,963.4808939441517
103,929.2401139229028
104,898.9263503640469
105,998.7982152164353
106,991.9347251496653
107,921.601966255566
108,922.8555790804422
109,943.0414264432767
110,901.5616620333545
111,906.3037041453864
112,948.7689530994946
113,950.8620185988335
114,942.4944772630449
115,1013.5135498321134
116,1052.6275346661046
117,977.3183234908668
118,1011.0425741834041
119,1024.8340596606
120,969.8137919153414
121,961.3538064166023
122,963.3358828395751
123,915.5632946958079
124,852.62571673365
125,845.0914676701611
126,891.6804836869867
127,945.5916985874773
128,865.3412052578545
129,869.2848912692712
130,837.3761271931462
131,862.1532384383656
132,848.6499092737234
133,869.5760459567982
134,849.8042865070379
135,916.9120694348685
136,1154.657403932861
137,1238.2460080481028
138,1192.1266332144137
139,1168.8336816359545
140,1150.765351542812
141,1188.801944943225
142,1163.9294943890525
143,1137.2189908242353
144,1116.9426648229576
145,1045.7505544624503
146,979.1315997741355
147,988.5877511649564
148,1023.3852666694312
149,969.0640649828933
150,954.3909308748702
151,1031.934845727261
152,1045.5352409337138
153,1016.7270696984522
154,1042.2470863257388
155,1025.197834694714
156,989.1395677416443
157,1036.8862043720785
158,1029.8605234927365
159,1036.1285493474495
160,1111.4703373771627
161,1081.3810004881605
162,1042.050017889965
163,1086.342647677367
164,1056.2687192090414
165,1021.0042085754255
166,1044.1205817097782
167,1021.039794577074
168,945.2647200338681
169,1004.8969753344832
170,1066.0593462204815
171,952.4402327180435
172,973.6112441115372
173,1010.0822294437945
174,986.0164068633787
175,1019.4838158054829
176,1089.6766994698978
177,1107.7348920195557
178,1057.4407238354
179,1096.6540686696073
180,1119.4081134989588
181,1057.6855500709228
182,1033.0880575758683
183,986.5382730218258
184,937.3138573079614
185,985.0580474218172
186,942.880927335296
187,935.496743831194
188,1007.6234754045903
189,965.8558186482537
190,916.9210250623044
191,954.20436843928
192,1014.0678892186872
193,945.087342229071
194,947.3101805888014
195,965.0303997406102
196,946.9159649376501
197,930.863252768259
198,959.6790726426781
199,964.193220532249
200,941.5028088090947
201,964.5644402545104
202,990.8040945563913
203,988.2830584698813
204,1026.0628774341578
205,1070.0808306962683
206,1013.80555242481
207,1040.4561824954737
208,1029.608283018005
209,992.8227078762287
210,987.6508292550747
211,961.138507467071
212,989.3292579068219
213,996.9085259038246
214,917.1253061724146
215,911.400217895465
216,947.1777533532215
217,938.6196878499874
218,929.0700710661489
219,949.3779453384233
220,962.6077544088791
221,936.9709021637453
222,955.5821313238439
223,974.3818888344022
224,934.8066943234701
225,945.7557216829657
226,1011.427495318409
227,1028.4979473207989
228,1049.1430140076106
229,1093.7805993372872
230,1075.1957516637822
231,1068.1224425571086
232,1083.0061403062941
233,1039.8467105980396
234,1018.0053110540383
235,995.289974460609
236,966.308639316012
237,1025.8440977837565
238,1067.0340763273475
239,1086.9955776995425
240,1138.2401001739224
241,1130.4988156215354
242,1079.6726993715736
243,1115.4039002502097
244,1086.1192630464075
245,1028.6356589161705
246,1043.2740087520394
247,1030.6097391539643
248,959.023706056683
249,978.7483992526376
250,979.9433309070291
251,945.7924531406225
252,1042.6753471815991
253,1055.8173222351888
254,1035.4438914190107
255,1084.9718774700962
256,1027.7466060882962
257,1014.5830119154293
258,1043.5331977176259
259,1002.2684330801571
260,930.1255793887302
261,947.3924057727787
262,863.0469944996964
263,850.079307186418
264,944.1948157490228
265,1008.5971733535958
266,922.3913819998725
267,962.8441582504928
268,1007.3891227104705
269,969.2177926550708
270,918.0817734198587
271,982.5797890607712
272,943.7863808753241
273,865.2819087505549
274,877.2798042182003
275,878.820670697328
276,830.5059721570615
277,869.7036418136511
278,901.4216280761389
279,872.2057839727843
280,788.6942004687323
281,764.841317718613
282,760.7739860525727
283,736.8107995549301
284,717.5406756582667
285,697.3478267019472
286,697.955687345393
287,688.3568797097195
288,777.9395332224112
289,836.31205838548
290,859.6523028635147
291,849.0287944992314
292,832.9261775854187
293,883.1254012584677
294,917.5480726266385
295,940.1813874562121
296,908.8303024678742
297,931.6790272260475
298,979.4919240929893
299,1026.8979548943478
300,1024.5457867875543
301,920.9199946287133
302,888.593037002723
303,863.404627468243
304,824.7531444338596
305,817.7645627935985
306,866.2283084933761
307,882.3198306016424
308,965.8524357535957
309,1015.4008684052278
310,1016.2103821472255
311,1052.4847429493902
312,1058.5749601095292
313,983.1673743305873
314,972.2860964698748
315,978.2936761846885
316,960.975634896456
317,976.5170861586896
318,974.2779078762567
319,980.2438214070552
320,1029.6356027236877
321,1009.3079241874673
322,960.1466523834571
323,956.0561356746155
324,870.8012230446025
325,857.357407316641
326,927.1323624824039
327,933.6883295782092
328,933.3559265732758
329,966.3714398559516
330,924.0692179142097
331,920.2139527272436
332,965.5740391357511
333,920.1509069289439
334,954.0020152928316
335,980.483809854072
336,992.3591688956626
337,1035.949443534746
