t,RRI
0,888.0
1,795.4807312507567
2,742.553600826765
3,796.6669461472045
4,872.9999871997778
5,760.0904916861786
6,824.946875085596
7,907.5555272737203
8,958.2538416482209
9,925.4477938793464
10,930.2087361235822
11,941.2311841105463
12,929.2387505711721
13,830.0660152074689
14,853.3709780546968
15,931.5253605543452
16,877.2247857614308
17,859.4907875805454
18,963.6646642529025
19,1008.8204451924457
20,1002.7611343606247
21,934.8590242293745
22,880.935482246736
23,920.3358577149022
24,894.7972464747222
25,800.5963393318578
26,853.5171167448117
27,915.6000960803625
28,925.7019904629321
29,891.9576152555917
30,920.1080312764611
31,941.0586270814349
32,907.5351921469022
33,813.5295905776559
34,793.0022362917675
35,853.9031210925712
36,880.4925937382767
37,926.9780065531689
38,883.934390180229
39,793.1499527326117
40,678.4565924188461
41,657.9843446889884
42,695.0139373446939
43,783.3518981062922
44,823.639766037522
45,822.2257292374405
46,762.5333531371982
47,790.3333953459384
48,778.4530932220163
49,766.912751554352
50,840.1344930081927
51,880.2863151311383
52,905.3902742081523
53,878.8905342921684
54,806.3295900932677
55,824.6226143053732
56,839.3131040332039
57,811.5555076964263
58,813.1118677309531
59,793.2413425159933
60,842.2571163030647
61,783.7718232391501
62,839.8448884128316
63,854.0953126964843
64,770.8657077124476
65,806.3091207924949
66,780.3192472096711
67,845.1310225173805
68,823.1790569578831
69,823.1367054334925
70,833.3606718459782
71,740.2051115186779
72,747.2341339573763
73,786.2909221071876
74,761.2080021418592
75,799.8375100095961
76,807.8204951522811
77,813.5357940696045
78,712.6257816647351
79,738.7904469215082
80,672.2533512061456
81,751.0651024272908
82,801.3220344198289
83,793.8688800333628
84,723.8741410587046
85,697.4995829991658
86,727.9182538070189
87,751.8577771576012
88,770.803007741213
89,755.5222392513842
90,699.9950044570646
91,716.6315181943879
92,696.6142304135585
93,674.9091669897463
94,666.1117034743928
95,739.1181382649703
96,777.7830244107809
97,717.0394106140603
98,708.2616563231632
99,646.2260484844916
100,663.0168779541949
101,623.2057697446575
102,623.6396671542572
103,612.3204984086282
104,648.6891684180748
105,663.3982545941273
106,676.035246296693
107,645.4001785432534
108,634.9093502398721
109,581.0958866545701
110,588.7957272211953
111,658.9499344723946
112,750.8321611624435
113,735.0936853309598
114,795.520157882599
115,824.3882629774221
116,739.1442698051669
117,770.7220753099339
118,796.8586273832748
119,738.8460524229935
120,755.6257508258755
121,763.4500292523873
122,710.2909138559496
123,769.9350219335585
124,773.9852056669188
125,778.4137495519233
126,738.5120099914474
127,650.2418836126623
128,729.482057114917
129,755.2998075159965
130,726.6554972217434
131,774.4180956937905
132,741.9951747031702
133,739.990846718404
134,753.1640895874069
135,637.5295020972927
136,676.1034385303204
137,652.157890613619
138,719.1085934813048
139,741.2008524329972
140,725.1116583944706
141,804.7794080591796
142,787.6612861860166
143,701.1818817389434
144,742.5393927009134
145,683.1112885142799
146,716.1803450086334
147,798.4823672215103
148,765.8235855094093
149,799.4881889348596
150,846.4218976704784
151,746.8885503477338
152,749.9109898951638
153,648.8774188175829
154,615.7793317482915
155,684.5729942613298
156,776.0087105683867
157,837.5613607310332
158,853.035545134693
159,795.9144624370571
160,765.6055106106527
161,793.631264722738
162,705.3121738379787
163,761.0976398819497
164,693.1440212804679
165,695.7543248325214
166,803.1230670232833
167,833.7062955482561
168,831.2104485061622
169,818.7107553632408
170,727.1306561766474
171,720.589074891578
172,758.1133959889061
173,777.3583082024911
174,813.3234527745334
175,815.5745569965694
176,766.0873767678492
177,815.6941967199369
178,753.9976106987178
179,795.8982688023079
180,807.9017326711794
181,789.364210251256
182,678.7775250133125
183,798.4557175264399
184,879.4065221240706
185,888.0087762758251
186,866.4560324148944
187,888.5638286850009
188,836.6431784616492
189,798.8761510714709
190,787.3819980550338
191,784.0882928427076
192,837.6373448770112
193,758.6515350134331
194,793.9421314090401
195,742.056467060806
196,837.3299224984233
197,838.4248998137699
198,821.0813826897461
199,862.2357724950485
200,795.4901620038029
201,686.541523913233
202,715.2159440165094
203,750.3922933131906
204,811.366449262936
205,876.3158580548026
206,868.1015690684
207,816.893430864867
208,837.4949075406842
209,799.8043339120144
210,751.450186350788
211,812.1305657891678
212,735.0613075179034
213,781.8469998487628
214,869.725447664132
215,838.0237801075757
216,862.4848468093444
217,827.6238953068045
218,737.4445672391174
219,748.1457833603632
220,766.3542403666405
221,806.7922534784238
222,845.4607093133451
223,790.3356379934634
224,902.2642358433995
225,913.8515704042592
226,838.5894496720243
227,822.0184639715666
228,636.5284336237032
229,633.2000740240683
230,713.5301169706848
231,758.095970127194
232,639.979374376195
233,651.4718880216766
234,788.4872546922629
235,865.2845136729645
236,856.8681175042026
237,876.3787756799522
238,826.3340016933532
239,697.0097520659984
240,743.5702356740065
241,809.4506142757156
242,745.4502608471935
243,645.670813112085
244,716.4206448799727
245,825.7430033817532
246,872.4837397981323
247,876.9027796225796
248,736.8925829093318
249,716.133568675356
250,782.4496441615889
251,766.9997740126662
252,737.6760898402027
253,779.4634596693093
254,848.7020395489525
255,801.9334830538008
256,780.3942611900825
257,786.4039480859697
258,705.019192553994
259,748.5044185216336
260,790.1517342600857
261,673.6598605090893
262,714.6738060997258
263,810.1343149016785
264,871.2770753550908
265,904.1162592078756
266,850.7734205705616
267,665.4033337373612
268,699.7928374778318
269,800.5828793139779
270,853.2335600026545
271,825.7759553654752
272,711.7203372565036
273,741.9161180836958
274,819.694491396302
275,879.57927443528
276,889.9190473470443
277,882.0392534145583
278,873.4184036499379
279,844.5382648876814
280,688.9436769007833
281,655.1811194263045
