1608710761.000000, 1608710761.000000, 1608710761.000000
32.000000, 32.000000, 32.000000
45,0,31
50,-1,31
50,-1,30
51,-2,32
52,-2,30
51,-1,31
53,-1,32
54,-1,31
53,0,32
54,1,33
56,0,32
54,2,33
54,2,33
55,2,33
54,2,33
55,1,33
54,2,33
54,2,33
55,2,32
55,2,31
55,3,32
55,2,31
56,0,28
55,-1,25
54,-1,22
56,2,23
57,4,26
58,6,29
58,7,29
59,9,30
59,9,27
57,14,30
57,16,33
59,14,32
56,14,30
55,12,28
55,11,26
56,13,28
59,15,30
58,14,27
58,14,26
58,13,25
56,14,26
54,14,29
55,13,30
56,13,31
57,12,32
58,11,30
57,11,29
57,11,29
58,12,29
59,12,28
60,11,26
59,11,25
59,10,24
58,10,23
57,9,23
58,11,23
58,10,21
60,7,19
59,7,19
58,7,19
60,8,20
59,7,20
60,6,19
60,5,19
60,7,19
61,7,17
61,7,17
62,8,17
62,9,16
61,9,16
60,9,15
60,9,16
60,9,16
60,9,16
61,10,16
61,10,16
62,10,16
60,10,15
60,10,15
61,10,16
61,11,17
61,11,17
61,11,17
60,11,16
61,11,17
60,11,16
60,12,17
60,11,17
60,11,17
60,11,18
61,10,17
61,10,17
61,11,16
61,11,17
60,11,17
60,11,18
60,11,17
61,10,17
61,10,16
61,10,16
61,10,15
61,10,16
61,10,16
60,10,16
60,10,16
60,10,16
61,10,16
61,10,16
61,10,16
61,10,16
61,10,16
60,10,16
61,10,16
61,10,16
61,11,16
61,10,16
61,11,16
61,11,16
61,10,16
61,10,16
61,10,16
61,10,16
60,10,16
60,10,16
61,10,16
61,11,16
61,11,16
61,11,16
61,11,16
61,11,16
61,11,16
61,11,15
61,11,16
61,11,15
60,11,16
61,11,16
60,11,16
61,11,16
61,11,16
61,11,16
60,12,16
61,11,16
61,11,16
60,11,17
61,11,16
61,11,16
61,11,16
61,11,16
60,11,16
61,11,16
61,11,16
60,11,16
61,11,16
61,11,16
60,10,16
61,10,16
60,11,16
60,11,16
61,11,16
61,11,16
61,11,16
61,11,16
60,11,15
60,11,15
60,11,15
61,11,16
61,12,16
61,11,16
61,11,17
60,11,16
60,11,16
61,11,16
61,11,16
61,11,16
60,12,16
60,12,16
60,12,16
60,12,16
60,12,16
60,12,16
61,12,16
61,12,16
61,12,16
61,12,16
61,12,16
61,12,16
60,12,15
60,12,15
60,11,15
60,12,16
61,12,15
61,13,15
61,12,16
60,12,16
60,12,16
60,12,16
61,12,15
61,12,16
61,12,16
61,12,16
60,12,16
61,12,16
60,12,16
60,12,16
60,12,16
61,12,16
61,12,16
61,12,16
60,12,16
61,12,15
61,12,16
60,12,16
60,13,16
60,12,15
61,13,16
61,13,17
60,13,17
60,12,16
60,12,16
61,12,16
61,12,16
61,11,15
60,12,16
60,12,16
60,12,16
60,12,16
61,12,16
61,12,16
60,12,17
58,11,17
56,10,16
57,10,14
61,6,9
60,2,5
58,3,8
57,4,13
55,8,19
57,9,21
59,14,25
59,16,27
58,19,27
59,17,26
58,18,26
58,15,24
58,15,25
56,17,25
56,16,23
55,17,25
57,18,26
59,17,23
60,20,26
61,20,24
61,21,22
61,21,22
59,22,21
58,22,22
57,22,23
56,23,24
56,23,24
55,23,24
55,22,23
55,20,23
55,19,22
57,17,22
57,19,24
57,20,24
56,22,26
56,22,27
55,22,26
55,21,25
56,21,24
56,19,23
57,19,23
57,19,23
57,19,23
56,20,23
55,20,23
56,20,24
56,19,24
56,19,24
56,18,23
56,19,23
56,19,23
55,19,23
55,20,24
56,20,23
55,19,22
55,21,22
55,20,22
55,20,22
56,20,23
57,20,23
59,21,25
59,21,25
59,21,26
58,21,25
56,20,24
