,PeakTime,BottomTime,PeakStartTime,PeakValue,PeakStartValue,Amplitude,RiseTime,HalfRecoveryTime
11,66.5,65.75,65.75,1.1865621822433643,1.1633070130830756,0.02325516916028869,0.75,1.5
12,77.5,76.5,76.5,1.1272033033957463,1.1164651705018085,0.010738132893937768,1.0,4.0
13,107.0,106.25,106.25,1.0655091995434534,1.0466398083716941,0.01886939117175923,0.75,0.75
14,117.75,114.75,114.75,1.1767070997315692,1.041698045999145,0.13500905373242422,3.0,28.25
15,120.25,119.5,119.5,1.1357265848990743,1.1214175675522071,0.014309017346867181,0.75,3.0
16,121.25,120.5,120.5,1.1601884609740807,1.135721254637613,0.024467206336467706,0.75,0.75
17,124.25,123.75,123.75,1.1222310203480501,1.1105390990309745,0.011691921317075638,0.5,0.5
18,126.25,126.0,125.0,1.1234738409633838,1.113300661923884,0.010173179039499658,1.25,15.0
19,128.25,126.75,126.75,1.134472041528996,1.1199027891624374,0.014569252366558594,1.5,7.75
20,161.5,160.5,160.5,1.082066717106583,1.0678763467888066,0.014190370317776368,1.0,2.5
21,162.25,162.0,160.5,1.081121550886081,1.0678763467888066,0.013245204097274366,1.75,1.75
22,171.0,170.25,170.25,0.9977140440095564,0.9875990565791541,0.010114987430402289,0.75,0.25
23,172.25,171.75,171.75,0.9603312939136586,0.9360888426934831,0.02424245122017543,0.5,3.0
24,184.75,183.75,183.75,0.9339644438436795,0.9152858247076694,0.0186786191360101,1.0,0.5
25,223.0,221.0,221.0,0.8792742400668753,0.8610967605324251,0.018177479534450147,2.0,11.25
26,237.75,236.75,236.75,0.8580043224726055,0.844968300212976,0.01303602225962952,1.0,0.5
27,289.25,286.0,286.0,0.746143155807529,0.7337185164221981,0.012424639385330893,3.25,32.5
28,412.75,411.75,411.75,0.6339096861870805,0.6214805661509274,0.012429120036153152,1.0,0.75
29,426.5,425.75,425.75,0.6153827807263497,0.5935837195356141,0.021799061190735602,0.75,0.0
