,Unnamed: 0,PeakTime,BottomTime,PeakStartTime,PeakValue,PeakStartValue,Amplitude,RiseTime,HalfRecoveryTime
0,0,70.0,68.5,68.5,0.7474099834403224,0.7332613552207766,0.014148628219545769,1.5,3.5
1,1,191.75,187.75,187.75,0.6538419815351042,0.5980442941607531,0.05579768737435109,4.0,0.0
2,2,192.5,192.0,187.75,0.65508431033003,0.5980442941607531,0.0570400161692769,4.75,0.0
