,t,pNN50,RMSSD,CVRR,SDNN,HR,LPS,CSI,CVI,SCL,EDA,correct,error,PE,NPE,PEm,NPEm,DMS
33,63,0.26666666666666666,48.15305794366698,0.08956532748422849,81.20947038724377,69.23219362723789,7136.903388420054,5.411316632740823,3.3563599450996384,0.08580332081831528,0.08539945457201034,0.7732128775958438,0.2267871224041565,-1.89764399622838e-22,0.7732128775958438,0.7732128775958438,0.7732128775958438,0.7732128775958438
34,64,0.26666666666666666,50.697839265543365,0.09076543624343604,81.34788156303951,68.3110880123338,7637.226913907418,5.052406638679174,3.385785821665679,0.0855946780064766,0.08321789635230797,0.7700838494104898,0.22991615058951057,-4.758631039549699e-23,0.7700838494104898,0.7700838494104898,0.7700838494104898,0.7700838494104898
35,65,0.23333333333333334,45.69064976415309,0.09023080851125777,80.79540082757153,77.39810032576924,6548.338110135956,5.467532103202537,3.3189812225380395,0.08547410422698637,0.08588674925136794,0.7624146551547032,0.23758534484529692,3.683691210188344e-22,0.7624146551547032,0.7624146551547032,0.7624146551547032,0.7624146551547032
36,66,0.23333333333333334,48.35745570648409,0.08295540798479074,77.38960400497787,70.85213344157597,6726.814984891746,4.77151905693355,3.3306596102665686,0.08546145141609084,0.08778813274101678,0.7538151920654078,0.2461848079345922,5.096109106608601e-22,0.7538151920654078,0.7538151920654078,0.7538151920654078,0.7538151920654078
37,67,0.23333333333333334,47.68847006193884,0.08312784319501995,74.86134863269575,69.26009117184383,6635.179406344089,4.8861947065114375,3.3247027974048713,0.08554471776391291,0.0827220412705257,0.7495433426123007,0.25045665738769946,-3.9064901723295493e-22,0.7495433426123007,0.7495433426123007,0.7495433426123007,0.7495433426123007
38,68,0.23333333333333334,47.32626624209767,0.08343074655672038,74.79296794295935,68.87756544248754,6708.877955309433,4.8789753783641565,3.3295000187766437,0.08535220602787129,0.08478799850749824,0.7540564404017486,0.24594355959825148,-1.6151012303603267e-21,0.7540564404017486,0.7540564404017486,0.7540564404017486,0.7540564404017486
39,69,0.23333333333333334,46.79695524073342,0.08363121597739405,74.9456490063423,74.04200061233401,6847.833341184493,4.792836395587861,3.338403309482456,0.08525415870713642,0.08659997005110871,0.7703674795055251,0.22963252049447508,2.202208476117251e-22,0.7703674795055251,0.7703674795055251,0.7703674795055251,0.7703674795055251
40,70,0.26666666666666666,48.07959865287442,0.08332814699047515,76.1213923561535,72.28299760717532,6862.308867712552,4.80038922296165,3.3393203887561853,0.08534366828695882,0.08532040146261129,0.7994843656152761,0.2005156343847242,7.020435181081434e-21,0.7994843656152761,0.7994843656152761,0.7994843656152761,0.7994843656152761
41,71,0.26666666666666666,48.21691626698719,0.08435353307203868,76.15603108139594,74.90971263942238,6770.3808108826215,4.908973837085565,3.333463224264827,0.08533806172759023,0.08365629364183838,0.8360253819096678,0.16397461809033267,1.4636525034516053e-20,0.8360253819096678,0.8360253819096678,0.8360253819096678,0.8360253819096678
42,72,0.23333333333333334,47.53370045612657,0.08458096243782544,76.78464943393875,70.67587473308222,6827.924707587632,4.979013522334507,3.3371388507533206,0.08523678098579208,0.08298124009803004,0.8732336470696257,0.1267663529303748,1.7616512333591623e-20,0.8732336470696257,0.8732336470696257,0.8732336470696257,0.8732336470696257
