,t,filtered_eda
0,0.0,0.6317184473697509
1,0.25,0.631942980345259
2,0.5,0.6286048012218337
3,0.75,0.6273482548906998
4,1.0,0.6296706747110113
5,1.25,0.6312663290780854
6,1.5,0.6312670243608801
7,1.75,0.6322207014902578
8,2.0,0.6327671892526046
9,2.25,0.6309238509149958
10,2.5,0.629901083332806
11,2.75,0.6308126114400391
12,3.0,0.6301445080916812
13,3.25,0.6292640164420863
14,3.5,0.6317064964099721
15,3.75,0.6332283059629848
16,4.0,0.6295530829471034
17,4.25,0.6269465349043359
18,4.5,0.6308975487957544
19,4.75,0.6344936204602718
20,5.0,0.6323987323214888
21,5.25,0.6323634681534755
22,5.5,0.6386797025215584
23,5.75,0.6409370970706569
24,6.0,0.6322492371758357
25,6.25,0.6226349587236611
26,6.5,0.6227121901263453
27,6.75,0.6288796557933012
28,7.0,0.6330361227863233
29,7.25,0.6327774417348845
30,7.5,0.6295313872245999
31,7.75,0.6273894735989811
32,8.0,0.6297551784081517
33,8.25,0.6326147266989035
34,8.5,0.6303498464762324
35,8.75,0.6270339997967436
36,9.0,0.6289456077922585
37,9.25,0.6316308128473948
38,9.5,0.6294636037580368
39,9.75,0.6276767402490679
40,10.0,0.6304313655554551
41,10.25,0.6316166059178283
42,10.5,0.6287748223739758
43,10.75,0.6290033113690399
44,11.0,0.6336945060285687
45,11.25,0.6348368481897286
46,11.5,0.6310764405298388
47,11.75,0.6300694169675239
48,12.0,0.6328663186480253
49,12.25,0.6339138796276255
50,12.5,0.6331635286910917
51,12.75,0.6324884122889448
52,13.0,0.630304556576399
53,13.25,0.6284412206353774
54,13.5,0.6311519838336455
55,13.75,0.6358204541270507
56,14.0,0.636051732450221
57,14.25,0.6322511922252458
58,14.5,0.6302622971697485
59,14.75,0.6315300601953069
60,15.0,0.6329123024777229
61,15.25,0.6341477250306281
62,15.5,0.6362244913046804
63,15.75,0.6362507006163893
64,16.0,0.6336403354607215
65,16.25,0.6330814445155889
66,16.5,0.6342811148689338
67,16.75,0.6326040391430396
68,17.0,0.6310423951505605
69,17.25,0.6343686219847252
70,17.5,0.6367795988982732
71,17.75,0.6322629203759422
72,18.0,0.6279811484546725
73,18.25,0.6317392000442852
74,18.5,0.6370231152815041
75,18.75,0.6361120095516124
76,19.0,0.6340862470342307
77,19.25,0.6353336841616191
78,19.5,0.6350369069848953
79,19.75,0.632741312526409
80,20.0,0.6331775911310036
81,20.25,0.6339534023712438
82,20.5,0.6312578631868507
83,20.75,0.6300821932304852
84,21.0,0.6343360320170919
85,21.25,0.6376761442187189
86,21.5,0.6354027230384681
87,21.75,0.6330820659643469
88,22.0,0.6341496792862913
89,22.25,0.6341478652611484
90,22.5,0.6325157494738629
91,22.75,0.6331199295245135
92,23.0,0.6342296728904275
93,23.25,0.6328321926591322
94,23.5,0.6322878671787342
95,23.75,0.6349663503194811
96,24.0,0.6363321097766725
97,24.25,0.6338339700340422
98,24.5,0.6322548407896638
99,24.75,0.6340935457653296
100,25.0,0.6346790356887266
101,25.25,0.6329768270442275
102,25.5,0.6341824818262523
103,25.75,0.6366468326054084
104,26.0,0.6340914968409715
105,26.25,0.630866345715655
106,26.5,0.6337710329907554
107,26.75,0.6366914476377509
108,27.0,0.6339788330912831
109,27.25,0.6329173463673812
110,27.5,0.6372476692743979
111,27.75,0.6390430234094695
112,28.0,0.6352336349118278
113,28.25,0.6320582366407799
114,28.5,0.631388272568246
115,28.75,0.6299844378542141
116,29.0,0.630079888728319
117,29.25,0.6347318687114375
118,29.5,0.6376178011801616
119,29.75,0.6337342160835359
120,30.0,0.6306152807095925
121,30.25,0.6332897458702443
122,30.5,0.6345635063308671
123,30.75,0.6315975136382819
124,31.0,0.6311674428558833
125,31.25,0.6340472264957285
126,31.5,0.6343839037098684
127,31.75,0.6331986841361359
128,32.0,0.6353098189121776
129,32.25,0.637320947478326
130,32.5,0.6342059659585778
131,32.75,0.6309009419653397
