answer,choicedCardRule,sortingRule,RT 
0,0,0,4432.2062 
0,0,0,932.5597 
0,0,0,669.4141 
0,0,0,540.845 
0,0,0,1716.8554 
0,0,0,869.2284 
1,0,2,652.8508 
1,1,2,1221.1747 
0,2,2,1893.1166 
0,2,2,740.8224 
0,2,2,1165.5382 
0,2,2,916.8392 
0,2,2,773.4014 
0,2,2,860.8703 
1,2,0,908.6981 
0,0,0,2061.0952 
0,0,0,1213.3716 
0,0,0,1733.1804 
0,0,0,709.2364 
0,0,0,1364.9803 
0,0,0,1109.4408 
1,0,1,724.6512 
1,2,1,949.314 
0,1,1,3213.3057 
0,1,1,2620.8778 
0,1,1,1541.5233 
0,1,1,2629.4161 
0,1,1,1085.4543 
0,1,1,1261.4039 
1,1,2,1068.9169 
0,2,2,948.2403 
0,2,2,908.411 
0,2,2,989.1741 
0,2,2,916.9292 
0,2,2,837.5111 
0,2,2,765.2657 
1,2,0,893.1498 
1,1,0,1693.3686 
0,0,0,2733.0333 
0,0,0,1189.1404 
0,0,0,812.9631 
0,0,0,1117.5924 
0,0,0,629.0881 
0,0,0,812.8244 
1,0,2,773.2027 
0,2,2,1341.3729 
0,2,2,853.0267 
0,2,2,717.4934 
0,2,2,692.9037 
0,2,2,765.0009 
0,2,2,1229.3971 
1,0,1,653.2266 
0,1,1,4133.1265 
0,1,1,1685.1658 
0,1,1,1317.0531 
0,1,1,981.2967 
0,1,1,1709.1902 
0,1,1,1381.1083 
1,1,2,1045.2822 
0,2,2,2500.3642 
0,2,2,813.3234 
0,2,2,772.9426 
0,2,2,884.984 
0,2,2,653.3807 
0,2,2,845.1957 
1,2,0,677.2032 
0,0,0,1397.135 
0,0,0,1037.1789 
0,0,0,837.3529 
0,0,0,652.8286 
0,0,0,564.8153 
0,0,0,677.1381 
1,0,1,789.0955 
1,2,1,1396.937 
0,1,1,2373.8967 
0,1,1,1140.4779 
0,1,1,980.7872 
0,1,1,1021.3224 
0,1,1,909.1026 
0,1,1,901.8471 
1,1,2,1292.3713 
0,2,2,2165.315 
0,2,2,997.4077 
0,2,2,885.28 
0,2,2,765.1311 
0,2,2,789.0351 
0,2,2,845.131 
1,2,0,781.0975 
0,0,0,1733.1086 
0,0,0,748.5824 
0,0,0,804.7453 
0,0,0,732.9643 
0,0,0,749.1258 
0,0,0,669.3477 
1,0,1,676.9028 
0,1,1,1453.1492 
