answer,choicedCardRule,sortingRule,RT 
2,-1,0,2011.5058 
1,2,0,966.9735 
0,0,0,733.4511 
0,0,0,596.6291 
0,0,0,701.1455 
0,0,0,844.8889 
0,0,0,612.4768 
0,0,0,797.0039 
1,0,1,597.2165 
2,-1,1,893.1003 
1,2,1,708.8368 
2,-1,1,906.4872 
1,0,1,829.9324 
0,1,1,788.7547 
0,1,1,756.8104 
0,1,1,748.8516 
0,1,1,837.4293 
0,1,1,620.6845 
0,1,1,869.2577 
1,1,0,692.8103 
1,1,0,837.1476 
2,-1,0,967.6766 
2,-1,0,1013.8786 
2,-1,0,1096.6868 
0,0,0,769.5148 
0,0,0,932.9042 
0,0,0,644.9618 
0,0,0,676.9077 
0,0,0,700.7299 
0,0,0,645.3062 
1,0,2,540.8507 
2,-1,2,816.4174 
2,-1,2,859.9263 
0,2,2,722.9053 
0,2,2,652.8782 
0,2,2,781.0885 
0,2,2,677.3186 
0,2,2,741.1386 
0,2,2,749.141 
1,2,0,605.3981 
2,-1,0,896.6804 
1,1,0,903.1064 
1,2,0,820.6395 
0,0,0,821.1056 
2,-1,0,1021.8194 
0,0,0,597.7517 
0,0,0,669.2872 
0,0,0,700.8585 
0,0,0,772.8127 
0,0,0,733.1755 
1,0,2,572.8613 
0,2,2,877.4733 
2,-1,2,933.3538 
0,2,2,785.2716 
0,2,2,956.5218 
0,2,2,725.0687 
0,2,2,773.7275 
0,2,2,972.7088 
1,2,1,701.1434 
2,-1,1,1036.1104 
2,-1,1,1056.3591 
0,1,1,828.1621 
0,1,1,821.5157 
0,1,1,676.7159 
0,1,1,820.5904 
0,1,1,613.6463 
2,-1,1,947.3192 
0,1,1,694.8965 
1,1,2,621.2903 
1,0,2,700.192 
2,-1,2,908.9515 
0,2,2,889.7877 
0,2,2,652.8214 
0,2,2,564.9071 
0,2,2,701.4156 
2,-1,2,940.1842 
0,2,2,697.1423 
0,2,2,844.4244 
1,2,1,773.7686 
2,-1,1,994.0849 
1,0,1,766.0272 
0,1,1,852.9549 
2,-1,1,1069.8816 
0,1,1,917.1115 
0,1,1,1101.7576 
0,1,1,820.6043 
0,1,1,812.6086 
0,1,1,965.437 
1,1,0,845.0202 
1,1,0,676.5386 
1,2,0,965.5175 
2,-1,0,1074.3694 
0,0,0,840.7077 
0,0,0,676.8501 
0,0,0,596.9268 
2,-1,0,1051.6702 
