answer,choicedCardRule,sortingRule,RT 
2,-1,0,2013.2517 
0,0,0,239.3243 
2,-1,0,1800.2897 
0,0,0,931.6166 
0,0,0,941.3738 
0,0,0,733.411 
0,0,0,637.7967 
0,0,0,805.4281 
1,0,1,788.8096 
2,-1,1,1021.3205 
2,-1,1,1040.2894 
2,-1,1,1118.0177 
2,-1,1,1252.841 
1,0,1,739.0196 
0,1,1,1021.7153 
0,1,1,1037.4263 
0,1,1,877.865 
0,1,1,565.4994 
0,1,1,949.7852 
0,1,1,773.7712 
1,1,0,773.4823 
2,-1,0,1042.0207 
0,0,0,1050.7383 
2,-1,0,1199.4136 
0,0,0,1045.713 
2,-1,0,1331.8665 
0,0,0,684.461 
0,0,0,548.6996 
0,0,0,709.6014 
0,0,0,965.7345 
1,0,2,645.644 
1,0,2,701.5922 
2,-1,2,933.7855 
2,-1,2,1040.1246 
0,2,2,877.7841 
0,2,2,853.9543 
0,2,2,660.7384 
0,2,2,669.7077 
0,2,2,869.5387 
0,2,2,549.6281 
1,2,1,709.8502 
2,-1,1,904.4678 
2,-1,1,962.5484 
0,1,1,761.391 
0,1,1,997.8844 
0,1,1,853.3743 
0,1,1,1165.3403 
0,1,1,925.9479 
0,1,1,837.9627 
1,1,0,933.5392 
0,0,0,1189.0274 
0,0,0,565.0933 
0,0,0,733.6995 
0,0,0,654.0608 
0,0,0,541.4578 
2,-1,0,960.3716 
0,0,0,900.6438 
1,0,2,733.6891 
2,-1,2,999.1343 
0,2,2,861.1303 
2,-1,2,1159.3189 
0,2,2,766.0842 
0,2,2,853.6049 
0,2,2,637.7337 
0,2,2,565.3796 
0,2,2,669.7537 
1,2,0,749.7473 
2,-1,0,905.3572 
0,0,0,875.5293 
2,-1,0,987.1892 
0,0,0,688.9646 
0,0,0,669.4194 
0,0,0,797.535 
0,0,0,773.8317 
0,0,0,596.9969 
1,0,1,566.5895 
2,-1,1,893.3773 
1,2,1,838.9671 
2,-1,1,966.458 
0,1,1,709.864 
0,1,1,934.08 
0,1,1,1028.5188 
2,-1,1,1173.6896 
2,-1,1,1253.0536 
2,-1,1,1330.2725 
0,1,1,805.4915 
0,1,1,789.5711 
0,1,1,965.3151 
1,1,0,845.8 
1,1,0,900.8429 
0,0,0,861.268 
0,0,0,1125.69 
0,0,0,644.317 
0,0,0,619.9645 
0,0,0,589.711 
0,0,0,678.0587 
