answer,choicedCardRule,sortingRule,RT 
1,2,0,2443.2132 
0,0,0,1268.8581 
0,0,0,908.5344 
0,0,0,972.816 
0,0,0,1140.494 
0,0,0,853.3715 
0,0,0,701.0358 
1,0,2,837.127 
1,1,2,1940.5422 
0,2,2,1425.6605 
0,2,2,868.6388 
0,2,2,780.8586 
0,2,2,1085.2911 
0,2,2,935.9783 
0,2,2,725.288 
1,2,0,981.4844 
1,1,0,1100.0236 
1,1,0,1477.4976 
1,1,0,1653.5605 
1,2,0,2534.114 
1,1,0,1660.1838 
0,0,0,4633.6927 
0,0,0,659.7714 
0,0,0,1149.1155 
0,0,0,829.0493 
0,0,0,1189.1297 
0,0,0,860.5142 
1,0,1,752.3843 
0,1,1,1300.2819 
0,1,1,1565.2199 
0,1,1,934.0695 
0,1,1,792.1485 
1,0,1,781.3302 
0,1,1,847.723 
0,1,1,1396.8413 
0,1,1,996.9949 
0,1,1,1573.0985 
0,1,1,909.0838 
0,1,1,765.1586 
1,1,2,1005.2615 
0,2,2,828.7495 
0,2,2,732.6028 
0,2,2,764.923 
0,2,2,909.2524 
0,2,2,933.2925 
0,2,2,700.9877 
1,2,0,1181.1913 
1,1,0,860.366 
0,0,0,963.95 
0,0,0,644.6089 
0,0,0,764.9017 
0,0,0,629.3113 
0,0,0,1316.5375 
0,0,0,941.6037 
1,0,1,828.6344 
0,1,1,1468.6215 
0,1,1,1478.0111 
0,1,1,997.1844 
0,1,1,1405.287 
0,1,1,1101.4664 
0,1,1,1077.7314 
1,1,2,957.3996 
0,2,2,996.6094 
0,2,2,643.9675 
0,2,2,716.7743 
0,2,2,1717.356 
0,2,2,740.9694 
0,2,2,739.3459 
1,2,1,748.7854 
1,0,1,1164.7302 
0,1,1,1181.0753 
0,1,1,980.452 
0,1,1,941.4635 
1,2,1,772.9318 
0,1,1,1388.2034 
0,1,1,1084.856 
0,1,1,853.3677 
0,1,1,845.2752 
0,1,1,1069.0933 
0,1,1,685.0535 
1,1,0,1237.0556 
0,0,0,3301.1292 
0,0,0,1068.5983 
0,0,0,845.246 
1,1,0,940.8633 
0,0,0,1276.425 
0,0,0,725.0233 
0,0,0,797.048 
0,0,0,1213.3087 
0,0,0,899.631 
0,0,0,669.1053 
1,0,1,1117.144 
0,1,1,996.3018 
0,1,1,924.5454 
0,1,1,1276.8138 
0,1,1,917.0962 
