answer,choicedCardRule,sortingRule,RT 
1,2,0,1923.0149 
0,0,0,1492.9072 
0,0,0,1132.606 
0,0,0,701.8673 
0,0,0,861.7529 
0,0,0,765.4401 
0,0,0,693.614 
2,-1,2,1091.3276 
1,0,2,889.0427 
1,0,2,964.9891 
0,2,2,1077.5005 
0,2,2,941.301 
0,2,2,781.0398 
0,2,2,861.2348 
0,2,2,765.688 
0,2,2,861.7958 
1,2,1,693.2795 
1,2,1,725.2405 
1,2,1,925.6811 
1,0,1,893.2238 
2,-1,1,1065.0929 
0,1,1,1043.1596 
0,1,1,1020.2001 
0,1,1,733.2036 
0,1,1,933.1344 
0,1,1,1133.7141 
0,1,1,1029.4681 
1,1,2,1141.286 
1,1,2,1004.668 
1,0,2,1213.1529 
2,-1,2,1436.6416 
0,2,2,1119.8788 
0,2,2,1029.0426 
0,2,2,1205.6321 
0,2,2,877.8761 
0,2,2,1181.3505 
0,2,2,813.41 
1,2,0,901.7359 
2,-1,0,1299.1596 
1,1,0,1241.525 
1,2,0,964.9174 
0,0,0,926.0155 
0,0,0,628.7344 
0,0,0,1053.3406 
0,0,0,901.6883 
0,0,0,741.6858 
0,0,0,645.5209 
1,0,2,838.0037 
0,2,2,972.608 
2,-1,2,1075.3783 
0,2,2,1104.447 
0,2,2,1020.5033 
0,2,2,692.4006 
0,2,2,909.857 
0,2,2,989.9858 
1,2,0,996.6182 
0,0,0,1196.8378 
0,0,0,981.1808 
0,0,0,741.1848 
0,0,0,797.3978 
2,-1,0,1236.9748 
0,0,0,711.1033 
0,0,0,789.2456 
1,0,2,816.3261 
0,2,2,1132.6803 
0,2,2,988.8132 
0,2,2,629.8569 
0,2,2,701.5264 
0,2,2,653.4155 
0,2,2,1053.2447 
1,2,1,909.8987 
0,1,1,940.3946 
2,-1,1,1111.2492 
0,1,1,1074.3391 
0,1,1,1044.6343 
0,1,1,949.2272 
0,1,1,1029.7282 
0,1,1,997.6699 
1,1,0,1101.7207 
1,2,0,1156.7319 
0,0,0,1141.6349 
0,0,0,893.0061 
0,0,0,717.5999 
0,0,0,709.4493 
2,-1,0,1215.9452 
0,0,0,824.7268 
0,0,0,716.6125 
1,0,2,742.3108 
2,-1,2,1097.5249 
0,2,2,1033.9299 
0,2,2,1013.465 
0,2,2,389.8741 
0,2,2,437.0758 
0,2,2,837.1294 
2,-1,2,971.7466 
2,-1,2,956.1453 
